,10m_u_component_of_wind,10m_v_component_of_wind,2m_dewpoint_temperature,2m_temperature,total_precipitation,skin_temperature,10m_u_component_of_neutral_wind,10m_v_component_of_neutral_wind,10m_wind_gust_since_previous_post_processing,instantaneous_10m_wind_gust,clear_sky_direct_solar_radiation_at_surface,downward_uv_radiation_at_the_surface,surface_latent_heat_flux,surface_net_solar_radiation,surface_net_thermal_radiation,cloud_base_height,total_cloud_cover,total_column_cloud_liquid_water,evaporation,surface_runoff,leaf_area_index_high_vegetation,leaf_area_index_low_vegetation,type_of_high_vegetation,type_of_low_vegetation,convective_precipitation,convective_rain_rate,total_column_rain_water,precipitation_type
2024-10-22 22:00:00,-0.36938602,0.39720213,285.58838,286.73462,0.0,283.87793,-0.101861596,0.08682251,2.3378448,1.6912708,0.0,0.0,14076.4375,3.5999988e-12,-163785.5,2946.4956,0.01415161,0.0025390624,5.6343524e-06,0.0,2.1567183,2.9077244,5.0,1.0,0.0,0.0,0.0,0.0
2024-10-22 23:00:00,0.11284053,-0.16060728,285.01953,285.83032,0.0,283.47998,0.024613649,-0.07558715,1.719492,1.2899218,0.0,0.0,10350.316,3.5999988e-12,-162536.31,,0.22575802,0.0028649902,4.1341127e-06,0.0,2.1557417,2.9077244,5.0,1.0,0.0,0.0,0.0,0.0
2024-10-23 00:00:00,-0.08547366,-0.9373969,284.1162,284.61816,0.0,283.1997,-0.028722536,-0.35062927,1.9377813,2.0602856,0.0,0.0,15407.117,3.5999988e-12,-163885.38,,0.9787683,0.012980957,6.148358e-06,0.0,2.154829,2.9076605,5.0,1.0,0.0,0.0,0.0,0.0
2024-10-23 01:00:00,0.35927612,-0.9560669,283.86084,284.18237,0.0,283.14307,0.10516173,-0.4150983,2.5304708,2.2920856,0.0,0.0,20286.398,3.5999988e-12,-156989.56,,0.99201655,0.03085205,8.12266e-06,0.0,2.1537933,2.9075384,5.0,1.0,0.0,0.0,0.0,0.0
2024-10-23 02:00:00,0.4619128,-0.6272119,283.41675,283.7102,0.0,284.1714,0.3941772,-0.5695331,2.4023638,2.4110126,0.0,0.0,24106.078,3.5999988e-12,-158143.81,,1.0,0.0736413,9.642587e-06,0.0,2.1529436,2.9074755,5.0,1.0,0.0,0.0,0.000117187505,1.0
2024-10-23 03:00:00,0.35768676,-0.64238465,282.79126,282.9646,0.0,284.14844,0.31917173,-0.59746706,2.4308262,2.3268623,0.0,0.0,17674.238,3.5999988e-12,-135508.62,465.04907,1.0,0.088769495,7.0610913e-06,0.0,2.151967,2.9074116,5.0,1.0,0.0,0.0,0.000117187505,1.0
2024-10-23 04:00:00,0.051951297,-0.7799713,282.8933,282.98828,0.0,284.02954,0.027655028,-0.7484479,2.35565,2.1908035,0.0,0.0,16245.598,3.5999988e-12,-125431.94,30.807922,1.0,0.10470945,6.4759133e-06,0.0,2.1509953,2.9074116,5.0,1.0,0.0,0.0,0.000117187505,0.0
2024-10-23 05:00:00,-0.031723633,-0.633291,283.1609,283.30933,0.0,283.93604,-0.057106934,-0.60830873,2.371933,2.2770624,0.0,0.0,22304.996,3.5999988e-12,-57326.12,30.557388,1.0,0.12140989,8.926335e-06,0.0,2.1500187,2.9073486,5.0,1.0,0.0,0.0,0.0002929687,1.0
2024-10-23 06:00:00,0.11124998,-0.3893805,283.01245,283.2229,0.0,284.09717,0.08491206,-0.35318297,2.2863903,2.0921717,0.0,0.0,31677.117,3.5999988e-12,-77892.0,30.758041,1.0,0.13546872,1.2664356e-05,0.0,2.149106,2.9072847,5.0,1.0,0.0,0.0,0.0003515624,1.0
2024-10-23 07:00:00,-0.1308307,-0.65592957,283.17822,283.38574,9.155274e-07,284.2793,-0.121831715,-0.6413025,2.3567924,2.7879925,13109.758,4251.199,28798.117,24798.719,-93798.5,30.528824,1.0,0.12813962,1.1505717e-05,0.0,2.1481934,2.9072208,5.0,1.0,0.0,0.0,0.000117187505,0.0
2024-10-23 08:00:00,-0.38134283,-0.95609075,283.6006,283.7798,6.5040585e-06,284.8252,-0.38703436,-0.9777167,3.0573092,3.2195845,228170.19,23587.52,21987.797,130183.625,-10580.242,30.5961,1.0,0.12355709,8.815834e-06,5.722046e-08,2.1472216,2.9071627,5.0,1.0,0.0,0.0,5.8593752e-05,0.0
2024-10-23 09:00:00,-0.33799195,-1.2119608,284.40308,285.17578,0.0,285.48804,-0.3500281,-1.2483253,4.0137634,4.0884495,619865.56,46284.156,-42404.96,291811.8,-13197.871,30.754974,1.0,0.119890094,-1.694927e-05,0.0,2.146245,2.9070988,5.0,1.0,0.0,0.0,0.00017578126,0.0
2024-10-23 10:00:00,-0.32876283,-1.4706869,285.07446,286.82422,0.0,286.54102,-0.3453778,-1.5224953,4.6579666,4.8216324,994897.9,64047.996,-150874.69,558515.2,-40026.688,56.15895,1.0,0.093554676,-6.0343053e-05,0.0,2.1452732,2.9070358,5.0,1.0,0.0,0.0,0.00046875002,1.0
2024-10-23 11:00:00,-1.0859194,-1.566885,285.68726,287.7964,0.0,289.58154,-1.1438465,-1.6454334,4.9921637,4.9501305,1262935.0,117586.5,-205637.38,630105.56,-67578.06,160.07782,0.94619507,0.037902832,-8.22298e-05,0.0,2.1444187,2.9070358,5.0,1.0,0.0,0.0,5.8593752e-05,0.0
2024-10-23 12:00:00,-1.1160107,-1.6949301,285.98706,288.9475,0.0,290.9768,-1.1686592,-1.7693262,5.1402435,5.15668,1383427.0,126271.31,-238948.44,789911.0,-112063.81,248.55942,1.0,0.04828125,-9.555706e-05,0.0,2.143447,2.906972,5.0,1.0,0.0,0.0,5.8593752e-05,0.0
2024-10-23 13:00:00,-1.0054741,-1.8826246,286.1919,289.625,9.536743e-07,291.22656,-1.0438995,-1.9443159,5.2761765,5.3094826,1328223.0,101982.06,-200361.75,596446.7,-56776.363,335.93726,1.0,0.09124756,-8.011164e-05,0.0,2.1424704,2.9068499,5.0,1.0,1.1825559e-06,2.861023e-07,0.0,0.0
2024-10-23 14:00:00,-1.3027563,-1.910243,286.21484,290.13623,1.3732906e-06,290.8357,-1.3288116,-1.9445066,5.483117,5.4071894,1108111.0,83388.75,-175848.25,485998.06,-61974.84,394.24756,1.0,0.08978999,-7.032431e-05,0.0,2.1414986,2.906787,5.0,1.0,1.2588498e-06,2.861023e-07,0.000117187505,0.0
2024-10-23 15:00:00,-1.1480112,-1.6646013,286.37134,290.22437,2.288818e-06,290.4585,-1.1563511,-1.6771641,5.4066896,4.068659,755077.06,44981.117,-122107.375,290240.0,-46117.043,400.89014,1.0,0.08830196,-4.882575e-05,0.0,2.140586,2.906723,5.0,1.0,6.9618227e-07,0.0,0.0003515624,0.0
2024-10-23 16:00:00,-0.94731754,-1.7692575,286.49658,289.98047,2.0179737e-05,289.62915,-0.9228412,-1.7307014,4.068262,3.0027828,347970.5,20723.2,-60822.723,128345.56,-41709.92,408.80664,1.0,0.09606445,-2.4326728e-05,2.2888185e-07,2.1396093,2.9066648,5.0,1.0,3.4332277e-07,1.1444092e-07,0.0012548827,1.0
2024-10-23 17:00:00,-1.0986385,-1.696847,286.51318,289.60913,1.9264218e-05,288.36816,-1.0282335,-1.572506,3.3509617,3.1848803,53424.637,3482.88,-21957.8,19863.04,-22338.8,432.41382,1.0,0.12344235,-8.782717e-06,4.577637e-07,2.1386957,2.906601,5.0,1.0,3.528595e-07,6.198877e-08,0.0032470704,1.0
2024-10-23 18:00:00,-1.289012,-1.9145069,286.37964,289.26978,4.3716427e-05,288.1765,-1.2448082,-1.8149071,3.7142916,3.780384,0.0,0.0,-16454.121,3.5999988e-12,-20978.562,455.4895,1.0,0.1765185,-6.584525e-06,4.577637e-07,2.137724,2.906538,5.0,1.0,4.8637384e-07,5.3882593e-07,0.009130858,1.0
2024-10-23 19:00:00,-1.7655153,-1.9138775,286.3081,289.16724,6.793975e-05,287.92236,-1.7197914,-1.8158932,4.436084,4.551816,0.0,0.0,-20389.043,3.5999988e-12,-22259.883,501.70654,1.0,0.16590571,-8.165166e-06,4.7683716e-07,2.1367474,2.906538,5.0,1.0,1.6784661e-06,3.528595e-07,0.010693356,1.0
2024-10-23 20:00:00,-1.8809805,-1.766366,285.8352,288.80176,2.4261462e-05,287.66528,-1.8264618,-1.6683407,5.424465,5.3825274,0.0,0.0,-24531.723,3.5999988e-12,-44287.48,817.40186,1.0,0.2534985,-9.811586e-06,2.3841858e-07,2.1358347,2.906474,5.0,1.0,4.9304954e-06,8.6784354e-07,0.009218749,0.0
2024-10-23 21:00:00,-1.9357414,-1.6536531,285.62793,288.41357,3.0441282e-05,287.39087,-1.8837137,-1.5735579,5.4625044,5.386344,0.0,0.0,-26438.723,3.5999988e-12,-46939.363,1016.2466,0.9985351,0.3771826,-1.0554931e-05,4.7683716e-07,2.134863,2.9064102,5.0,1.0,1.4877314e-06,0.0,0.03474609,0.0
2024-10-23 22:00:00,-1.9329405,-1.4949045,285.54126,288.1294,5.7315818e-05,286.40063,-1.8232079,-1.3926525,5.4294434,4.94351,0.0,0.0,-26405.242,3.5999988e-12,-62616.402,1185.737,1.0,0.13567626,-1.05682575e-05,4.7683716e-07,2.1339493,2.9062881,5.0,1.0,0.0,0.0,0.03750488,1.0
2024-10-23 23:00:00,-1.4961748,-1.6287737,285.0293,287.50952,9.290695e-05,286.59326,-1.4158707,-1.5211439,4.985956,4.653266,0.0,0.0,-28281.082,3.5999988e-12,-59191.12,1202.6982,1.0,0.044127196,-1.131976e-05,9.3460085e-07,2.1329727,2.9062881,5.0,1.0,0.0,0.0,0.018164061,1.0
2024-10-24 00:00:00,-1.8952103,-1.536871,284.79907,287.14185,9.382247e-05,286.15186,-1.8030663,-1.4433947,4.6630497,4.529109,0.0,0.0,-26573.0,3.5999988e-12,-83888.44,1246.7395,0.9961596,0.042894285,-1.0629204e-05,1.3923645e-06,2.13206,2.9062252,5.0,1.0,0.0,2.1696087e-07,0.02021484,0.0
2024-10-24 01:00:00,-1.9604597,-1.6587524,284.5227,286.97363,8.6402884e-05,285.52344,-1.8675556,-1.5664597,4.5301876,4.4631424,0.0,0.0,-26184.16,3.5999988e-12,-95108.125,1245.6655,1.0,0.023635253,-1.04611745e-05,1.6212462e-06,2.1310883,2.9061031,5.0,1.0,1.6870486e-05,8.358956e-06,0.034492187,1.0
2024-10-24 02:00:00,-1.9015026,-1.5234575,284.21167,286.82178,0.00010082245,285.03418,-1.810895,-1.4381838,4.511689,4.3939037,0.0,0.0,-31611.96,3.5999988e-12,-71186.25,1296.709,1.0,0.037690427,-1.2643431e-05,1.3923645e-06,2.1301117,2.9060392,5.0,1.0,4.4469823e-05,2.6893613e-06,0.04807617,1.0
2024-10-24 03:00:00,-1.8226337,-1.5167465,283.76855,286.34985,0.00012422561,284.3777,-1.7223902,-1.4257202,4.39443,4.1584253,0.0,0.0,-31703.523,3.5999988e-12,-80630.31,1451.2598,0.9992675,0.06279051,-1.26661735e-05,1.4114376e-06,2.12914,2.9059763,5.0,1.0,8.107185e-05,0.0,0.04507812,1.0
2024-10-24 04:00:00,-1.6445885,-1.5329037,283.72778,286.0056,8.9530935e-05,284.2002,-1.5667362,-1.4494925,4.1589823,3.5929947,0.0,0.0,-23031.84,3.5999988e-12,-117156.375,1392.0928,1.0,0.15961176,-9.217961e-06,1.163482e-06,2.1282272,2.9059763,5.0,1.0,4.032135e-05,2.0027159e-07,0.035605468,1.0
2024-10-24 05:00:00,-1.4878197,-1.4046259,283.72314,285.9248,8.0337515e-05,284.12964,-1.4234505,-1.3335867,3.6003218,3.4038754,0.0,0.0,-23353.121,3.5999988e-12,-95028.19,1442.3894,0.9968066,0.29912353,-9.326069e-06,1.163482e-06,2.1273136,2.9059124,5.0,1.0,1.0824203e-05,4.3153761e-07,0.017949216,1.0
2024-10-24 06:00:00,-0.9927991,-1.4101915,283.80078,285.9004,0.0001399231,284.12012,-0.9496802,-1.3405867,3.603036,3.6022367,0.0,0.0,-26843.043,3.5999988e-12,-70671.125,1698.366,1.0,0.36093503,-1.07420055e-05,2.2315971e-06,2.126337,2.9057903,5.0,1.0,4.5833585e-05,4.1775696e-05,0.0096582025,1.0
2024-10-24 07:00:00,-0.9238318,-1.4260092,284.11035,285.8247,0.00033235527,284.1416,-0.8936646,-1.3786707,3.6590319,3.5955524,11765.758,1277.7598,-36041.363,9786.879,-56158.16,2042.1853,1.0,0.38902342,-1.4402485e-05,4.3106074e-06,2.1253662,2.9057903,5.0,1.0,0.00024384497,5.817413e-06,0.004433591,1.0
2024-10-24 08:00:00,-0.8634387,-1.3907127,284.5249,285.8999,0.0007918356,284.4629,-0.8569367,-1.3855238,4.439378,4.5227547,220848.62,9385.598,-96748.375,77091.81,-60765.844,39.84424,0.98621213,0.3405078,-3.8681697e-05,1.3370513e-05,2.1244526,2.9057274,5.0,1.0,0.000757694,6.8016045e-05,0.001953125,1.0
2024-10-24 09:00:00,-1.0357571,-1.2592688,285.04688,286.26587,0.00029512402,284.8672,-1.0424604,-1.2748032,5.1461735,5.236726,612902.4,50055.68,-215677.12,331681.25,-97939.19,73.963776,0.99284786,0.29807127,-8.6246626e-05,3.7956233e-06,2.12354,2.9056635,5.0,1.0,0.00024459837,8.274078e-05,0.0018164061,1.0
2024-10-24 10:00:00,-1.0054464,-1.3148346,284.94702,286.60864,0.00029056543,285.4016,-1.0253592,-1.3430309,5.6018066,5.7451344,984448.0,96866.875,-311972.8,536092.1,-109005.375,76.1909,0.9926843,0.2963305,-0.00012474527,3.3569331e-06,2.1225634,2.9056635,5.0,1.0,0.0002595042,8.910656e-05,0.0030029297,1.0
2024-10-24 11:00:00,-0.7989856,-1.3109808,285.78003,286.854,0.0003809356,287.2019,-0.85156494,-1.3988419,6.4723387,6.210538,1247757.0,101327.94,-481791.25,725944.3,-86510.69,75.98042,0.97660273,0.08934814,-0.00019265793,4.043579e-06,2.1215916,2.9055414,5.0,1.0,0.00032328605,6.793022e-05,0.00836914,1.0
2024-10-24 12:00:00,-0.8250293,-1.6464386,286.0559,286.98584,0.00062976824,287.24878,-0.86950994,-1.7349672,6.42441,5.467741,1350912.0,79659.81,-382059.8,587686.4,-74653.25,85.11136,0.95145994,0.15894526,-0.00015276663,8.583069e-06,2.120615,2.9054785,5.0,1.0,0.0005603407,0.00018637655,0.010634765,1.0
2024-10-24 13:00:00,-1.0443659,-1.707469,286.4004,287.23486,0.00059251767,287.04468,-1.0904455,-1.7829409,5.530225,4.8224506,1294684.0,42117.117,-321659.44,486604.75,-66114.375,123.90874,0.9721618,0.15815914,-0.00012862166,8.75473e-06,2.1196432,2.9054146,5.0,1.0,0.0004924773,8.266448e-05,0.039638672,1.0
2024-10-24 14:00:00,-1.3400936,-1.0875053,286.64673,287.45557,0.0003727721,287.0171,-1.4060974,-1.1428957,4.9910955,3.9871979,1072566.0,86624.94,-361597.88,571153.9,-76325.69,117.63194,0.94358027,0.07344478,-0.00014460435,4.3487544e-06,2.1187296,2.9053507,5.0,1.0,0.00030881865,3.754138e-05,0.016567383,1.0
2024-10-24 15:00:00,-1.0473957,-0.76908696,286.6543,287.43237,0.00018821716,286.95996,-1.1089516,-0.81556886,3.9864044,3.3535929,724858.9,59607.36,-266744.2,457971.2,-123000.375,142.91035,0.93626463,0.09514159,-0.000106656895,1.8882747e-06,2.117817,2.9052925,5.0,1.0,0.00013717651,2.5529851e-05,0.011279296,1.0
2024-10-24 16:00:00,-0.54034,-0.6941797,286.62012,287.29297,0.00010795593,286.64185,-0.56507754,-0.7281281,3.385847,1.7388306,328371.2,35894.72,-137067.31,284090.88,-139249.38,161.87712,1.0,0.12920898,-5.4816846e-05,1.201629e-06,2.1167822,2.9052286,5.0,1.0,7.060051e-05,7.737636e-05,0.017324217,1.0
2024-10-24 17:00:00,-0.2104572,-0.8757538,286.6106,287.27563,0.0009937857,285.62744,-0.16329962,-0.38712466,1.7384338,0.6702954,47447.04,7157.117,-12468.5625,41971.2,-67789.19,2704.5945,1.0,0.10258299,-4.975638e-06,1.7700193e-05,2.1158686,2.9051657,5.0,1.0,0.0009690665,0.000105490675,0.021411132,1.0
2024-10-24 18:00:00,0.23459959,-0.34224308,286.34375,286.70972,0.00011259079,285.156,0.03787597,-0.21607608,0.77413684,0.75000966,0.0,0.0,3846.72,3.5999988e-12,-84337.81,462.54175,0.9881445,0.051221922,1.5270052e-06,1.9168847e-06,2.114956,2.9051018,5.0,1.0,7.861137e-05,5.722046e-08,0.014111325,1.0
2024-10-24 19:00:00,0.5003601,-0.46542484,285.9226,286.1748,3.0612937e-05,285.01855,0.3723095,-0.34230042,1.0283155,1.0482082,0.0,0.0,4940.3164,3.5999988e-12,-88443.125,155.18762,0.8904785,0.017807618,1.981668e-06,6.0081476e-07,2.1140423,2.9051018,5.0,1.0,1.1444092e-07,0.0,0.013544921,1.0
2024-10-24 20:00:00,0.47330624,-0.95085025,286.05957,286.19116,0.0002842329,284.54565,0.37052363,-0.76556826,1.8352699,1.8324041,0.0,0.0,-6126.4414,3.5999988e-12,-67145.0,361.67334,0.9187939,0.046848144,-2.4563542e-06,5.3596495e-06,2.1131296,2.9050388,5.0,1.0,0.00020259856,1.1444092e-07,0.020263672,1.0
2024-10-24 21:00:00,0.30036068,-1.0070562,285.80005,285.90088,0.00013851165,284.8203,0.26023436,-0.89952886,2.0204258,1.8476629,0.0,0.0,1154.96,3.5999988e-12,-83393.81,380.01978,0.9807507,0.09717035,4.743598e-07,2.6035304e-06,2.112094,2.9049168,5.0,1.0,1.1444092e-07,0.0,0.027568359,1.0
2024-10-24 22:00:00,0.21951288,-0.8414105,285.9248,285.9851,0.00015745162,284.4663,0.13360167,-0.62523746,2.1277933,1.7290182,0.0,0.0,-6185.7617,3.5999988e-12,-57718.8,379.99268,0.98709834,0.0646289,-2.4757628e-06,2.9754638e-06,2.1111813,2.9049168,5.0,1.0,0.0,5.722046e-08,0.022460934,1.0
2024-10-24 23:00:00,0.12218195,-0.3972022,285.94238,286.02393,0.000103950486,284.5769,0.05849181,-0.31325626,1.8905983,1.5936127,0.0,0.0,-11539.082,3.5999988e-12,-40478.977,370.2107,0.9730359,0.06085205,-4.604496e-06,1.9073486e-06,2.1102676,2.9048529,5.0,1.0,3.4332277e-07,0.0,0.011416014,1.0
2024-10-25 00:00:00,-0.39198428,-0.7753467,286.08154,286.17603,3.92723e-05,284.36963,-0.28756106,-0.32961488,1.6390572,1.4936275,0.0,0.0,-6942.84,3.5999988e-12,-40309.523,370.26025,1.0,0.12722653,-2.7656843e-06,7.1525574e-07,2.1092968,2.9047308,5.0,1.0,0.0,0.0,0.0037207028,1.0
2024-10-25 01:00:00,-0.72252625,-0.08902466,286.1455,286.2068,8.86917e-06,284.60498,-0.5366511,-0.08476567,1.6590118,1.6079559,0.0,0.0,-9605.723,3.5999988e-12,-33998.95,109.13156,0.9956677,0.097863734,-3.825119e-06,2.3841858e-07,2.1083202,2.9046679,5.0,1.0,0.0,0.0,0.0017285154,1.0
2024-10-25 02:00:00,0.04120543,0.11558956,285.87793,285.91992,1.201629e-06,284.4978,-0.08337897,0.07758784,1.662981,1.2152634,0.0,0.0,5615.117,3.5999988e-12,-85708.44,347.2964,0.92202634,0.08553219,2.2715512e-06,0.0,2.1074066,2.904604,5.0,1.0,0.0,0.0,0.00055175764,1.0
2024-10-25 03:00:00,0.25233334,-0.35223818,285.82886,285.8711,0.0,284.1316,0.18597835,-0.21700746,1.6818142,1.6698122,0.0,0.0,7360.199,3.5999988e-12,-78031.06,308.33545,0.99747676,0.10847163,2.9396078e-06,0.0,2.106494,2.904604,5.0,1.0,0.0,0.0,0.00048828125,1.0
2024-10-25 04:00:00,0.11409968,-0.4679718,286.0918,286.24194,0.0,284.00464,0.058493033,-0.23164922,1.9422445,1.7725401,0.0,0.0,-1054.0002,3.5999988e-12,-49571.367,100.21814,0.98952633,0.06987548,-4.1488568e-07,0.0,2.1054583,2.904482,5.0,1.0,0.0,0.0,0.00024414062,0.0
2024-10-25 05:00:00,0.024738148,-0.0054711923,285.82422,286.03027,0.0,283.89502,0.019075304,-0.024916995,1.7762022,1.2406712,0.0,0.0,7378.4766,3.5999988e-12,-81483.81,100.025375,1.0,0.08875483,2.95652e-06,0.0,2.1045456,2.904419,5.0,1.0,0.0,0.0,0.00024414062,0.0
2024-10-25 06:00:00,0.05129149,0.086842,285.66357,285.92456,0.0,283.72656,-0.007981576,0.05075012,1.4638367,1.4232349,0.0,0.0,7479.078,3.5999988e-12,-65180.523,30.731232,1.0,0.09794432,2.9969024e-06,0.0,2.1035738,2.904355,5.0,1.0,0.0,0.0,0.00024414062,1.0
2024-10-25 07:00:00,-0.07808906,0.13255674,285.7661,286.08447,0.0,283.9121,-0.09136176,0.09889281,1.9052925,1.788063,9141.758,2682.5598,398.8401,14090.238,-36110.48,30.707382,0.9984033,0.10591793,1.4098367e-07,0.0,2.1027193,2.904355,5.0,1.0,0.0,0.0,0.00024414062,1.0
2024-10-25 08:00:00,-0.50429446,0.26965392,285.40894,286.17163,9.536743e-07,285.08643,-0.540116,0.2821893,2.2410774,2.3358498,201479.62,22928.316,-81322.5,119252.44,-58224.617,40.961517,0.9913037,0.11967647,-3.2523676e-05,0.0,2.1016846,2.9042912,5.0,1.0,0.0,0.0,0.00024414062,1.0
2024-10-25 09:00:00,-0.72362065,0.32907712,285.8645,286.72412,0.0,285.96582,-0.76485175,0.3562237,2.822732,2.9506693,581777.9,43345.918,-230581.81,337879.0,-60855.566,146.51068,0.9439978,0.112303436,-9.220773e-05,0.0,2.100771,2.9042282,5.0,1.0,0.0,0.0,0.0,1.0
2024-10-25 10:00:00,-0.4861548,0.6263604,285.72534,287.12646,0.0,287.2478,-0.5358503,0.691651,3.2124176,3.1504498,964454.4,65395.84,-308009.25,519943.62,-62300.14,203.52502,0.9978418,0.10258418,-0.0001231641,0.0,2.0997992,2.904169,5.0,1.0,0.0,0.0,0.0,0.0
2024-10-25 11:00:00,-0.39185548,0.26286924,286.07202,287.46948,0.0,288.03418,-0.44140875,0.31711972,3.2970285,3.1656199,1235681.0,80650.875,-356707.56,720657.9,-77653.625,269.41797,1.0,0.30083007,-0.00014263134,0.0,2.0988226,2.9040422,5.0,1.0,0.0,0.0,0.0,1.0
2024-10-25 12:00:00,-0.5029053,0.12296015,286.02954,287.86743,2.1362303e-06,287.48096,-0.54884344,0.1511004,3.2016478,2.920373,1357742.0,105474.5,-290411.8,757440.0,-85787.5,325.09985,1.0,0.32025874,-0.00011612178,0.0,2.09791,2.9040422,5.0,1.0,2.1266933e-06,4.577637e-07,0.0,0.0
2024-10-25 13:00:00,-0.6374128,0.0923602,286.11572,288.2705,4.2152406e-06,287.8833,-0.6881818,0.11542046,3.0277681,2.8445663,1306739.0,69881.56,-232510.06,645255.6,-80782.375,385.0935,1.0,0.27975583,-9.2981034e-05,0.0,2.0969963,2.9039793,5.0,1.0,4.2152406e-06,1.7166138e-07,0.0,0.0
2024-10-25 14:00:00,-0.95463747,-0.090771556,286.09106,288.34863,4.577637e-07,287.95752,-0.9980988,-0.0825367,3.0616894,2.916336,1088225.0,64588.477,-170712.25,443112.94,-69792.5,431.74243,1.0,0.1846655,-6.8269524e-05,0.0,2.0959616,2.9038572,5.0,1.0,2.2888185e-07,0.0,0.0,0.0
2024-10-25 15:00:00,-0.61839604,-0.33983588,286.17212,288.27393,0.0,287.9253,-0.6522315,-0.33754092,3.0791206,2.7931566,734627.8,49580.477,-125529.69,302394.88,-51491.844,417.83545,1.0,0.1581567,-5.0200702e-05,0.0,2.095048,2.9038572,5.0,1.0,0.0,0.0,0.000117187505,0.0
2024-10-25 16:00:00,-0.89266545,-0.23929995,286.48633,288.17944,2.4795526e-07,287.69653,-0.9045398,-0.23452276,2.8870564,2.3040028,331420.12,28914.559,-91834.375,260935.62,-111176.69,563.2698,0.9968066,0.091995835,-3.6716243e-05,0.0,2.0941353,2.9037933,5.0,1.0,1.239776e-07,0.0,0.000117187505,0.0
2024-10-25 17:00:00,-1.0062485,-0.267461,286.26733,287.48462,0.0,287.04126,-0.925907,-0.27615118,2.3290167,1.7628231,46517.758,10641.918,-11514.723,71032.31,-170393.38,1013.3296,0.99520993,0.050549313,-4.6152536e-06,0.0,2.0931635,2.9037304,5.0,1.0,0.0,0.0,5.8593752e-05,1.0
2024-10-25 18:00:00,-0.9299854,0.03653318,286.1599,287.04004,4.577637e-07,286.53955,-0.7700202,-0.044478774,1.9763861,1.8679333,0.0,0.0,650.83984,3.5999988e-12,-147884.19,1006.0205,0.97085935,0.055290524,2.5909395e-07,0.0,2.092187,2.9037304,5.0,1.0,0.0,0.0,0.0,1.0
2024-10-25 19:00:00,-0.697168,0.48952633,286.53687,287.63892,1.4114376e-06,286.08105,-0.28261477,0.14795774,1.9273033,1.5754547,0.0,0.0,4029.7998,3.5999988e-12,-171606.12,1124.3479,0.92609006,0.046381835,1.6046033e-06,0.0,2.0912743,2.9036083,5.0,1.0,0.0,0.0,0.0001269531,1.0
2024-10-25 20:00:00,-0.32484502,0.84326047,286.40552,287.22217,9.918203e-07,285.89355,-0.12535894,0.2614764,1.7160425,1.5492563,0.0,0.0,1204.44,3.5999988e-12,-98263.0,303.82666,0.8793762,0.03729736,4.959572e-07,0.0,2.0903025,2.9035444,5.0,1.0,0.0,0.0,0.0,0.0
2024-10-25 21:00:00,0.26835203,0.58713865,286.1604,286.76538,0.0,285.3706,0.063150585,0.16972774,1.5609751,1.2423782,0.0,0.0,2138.96,3.5999988e-12,-91997.625,298.48706,0.7780346,0.03429199,8.54088e-07,0.0,2.0893888,2.9034805,5.0,1.0,0.0,0.0,0.0,1.0
2024-10-25 22:00:00,0.13562804,0.1502887,285.8794,286.26538,0.0,284.95874,0.02755554,0.06376827,1.2605724,0.8511539,0.0,0.0,3277.0,3.5999988e-12,-113671.69,305.45483,0.82408077,0.033298336,1.3131457e-06,0.0,2.0884123,2.9034805,5.0,1.0,0.0,0.0,0.0,1.0
2024-10-25 23:00:00,-0.18842167,0.6757306,285.65845,286.0747,0.0,283.98413,-0.07342595,0.21918452,0.9709172,0.94404155,0.0,0.0,3029.28,3.5999988e-12,-113687.56,267.1709,0.9992675,0.04754394,1.208502e-06,0.0,2.0874405,2.9033585,5.0,1.0,0.0,0.0,0.0,1.0
2024-10-26 00:00:00,-0.29967535,0.2399646,285.6548,285.84106,0.0,284.8579,-0.2291596,0.19084287,1.0067444,0.91757554,0.0,0.0,4300.5977,3.5999988e-12,-127792.06,63.707687,0.99385864,0.034716792,1.7197708e-06,0.0,2.086464,2.9032955,5.0,1.0,0.0,0.0,0.0,1.0
2024-10-26 01:00:00,-0.26959717,0.4974951,285.57593,285.8274,0.0,284.85815,-0.24682558,0.44215637,0.9939385,0.99242234,0.0,0.0,10596.117,3.5999988e-12,-74791.69,32.523987,1.0,0.05172363,4.23626e-06,0.0,2.0856152,2.9032316,5.0,1.0,0.0,0.0,0.0,1.0
2024-10-26 02:00:00,0.16722167,0.88894284,285.49072,285.7119,4.577637e-07,285.12036,0.1715765,0.89872676,1.6442003,1.5186167,0.0,0.0,27275.32,3.5999988e-12,-63977.023,30.65918,1.0,0.0739404,1.0921359e-05,0.0,2.0846386,2.9031096,5.0,1.0,0.0,0.0,0.0,1.0
2024-10-26 03:00:00,0.24526972,1.0262842,285.40674,285.48438,0.0,285.1377,0.25179744,1.0370312,2.0219307,2.0910244,0.0,0.0,18648.598,3.5999988e-12,-60594.438,30.614578,1.0,0.08228022,7.4514e-06,0.0,2.0836668,2.9031096,5.0,1.0,0.0,0.0,0.00012207031,1.0
2024-10-26 04:00:00,0.36477417,0.8849109,285.48633,285.61108,7.05719e-07,285.17944,0.38185114,0.9086835,2.3533,2.2462091,0.0,0.0,18301.277,3.5999988e-12,-59693.562,30.714111,1.0,0.09878415,7.3165074e-06,0.0,2.0826902,2.9030466,5.0,1.0,0.0,0.0,0.00012207031,1.0
