,10m_u_component_of_wind,10m_v_component_of_wind,2m_dewpoint_temperature,2m_temperature,total_precipitation,skin_temperature,10m_u_component_of_neutral_wind,10m_v_component_of_neutral_wind,10m_wind_gust_since_previous_post_processing,instantaneous_10m_wind_gust,clear_sky_direct_solar_radiation_at_surface,downward_uv_radiation_at_the_surface,surface_latent_heat_flux,surface_net_solar_radiation,surface_net_thermal_radiation,cloud_base_height,total_cloud_cover,total_column_cloud_liquid_water,evaporation,surface_runoff,leaf_area_index_high_vegetation,leaf_area_index_low_vegetation,type_of_high_vegetation,type_of_low_vegetation,convective_precipitation,convective_rain_rate,total_column_rain_water,precipitation_type
2024-10-01 01:00:00,0.9135772,1.2035093,278.28784,278.73315,0.0,279.33936,0.64693785,1.0914183,1.9937248,1.8866091,0.0,0.0,-2067.72,3.5999988e-12,-254073.81,,0.0,6.1035156e-05,-8.167885e-07,0.0,2.8784122,2.9524508,5.0,1.0,0.0,0.0,0.0,0.0
2024-10-01 02:00:00,0.35160273,0.55572814,278.0122,278.38647,0.0,278.81274,0.14474362,0.44012696,1.9815626,1.8848772,0.0,0.0,-1634.28,3.5999988e-12,-250659.12,7186.2773,0.0,6.1035156e-05,-6.7825425e-07,0.0,2.8767672,2.9523869,5.0,1.0,0.0,0.0,0.0,0.0
2024-10-01 03:00:00,-0.07252568,0.27796447,277.71484,277.90942,0.0,278.52563,-0.05404114,0.28409177,1.9749537,1.9594173,0.0,0.0,-1391.72,3.5999988e-12,-243350.44,6968.578,0.08539182,9.277342e-05,-5.7823956e-07,0.0,2.8752441,2.952324,5.0,1.0,0.0,0.0,0.0,0.0
2024-10-01 04:00:00,-0.10532838,0.7143463,277.86035,278.06226,0.0,278.38354,-0.1373108,0.6534973,2.1019878,2.119154,0.0,0.0,-1458.04,3.5999988e-12,-238384.06,,0.26626337,0.00013916014,-5.752593e-07,0.0,2.873598,2.952138,5.0,1.0,0.0,0.0,0.0,0.0
2024-10-01 05:00:00,0.10363096,1.2644987,277.68408,277.91382,0.0,278.27905,0.039910275,1.0832348,2.1244593,2.0031643,0.0,0.0,-1405.6401,3.5999988e-12,-242355.5,,0.61546016,9.277342e-05,-5.568098e-07,0.0,2.871953,2.952075,5.0,1.0,0.0,0.0,0.0,0.0
2024-10-01 06:00:00,0.23473692,1.3513803,277.74658,278.07886,0.0,278.2124,0.13323665,1.1336575,2.003251,1.9223175,0.0,8.0,-1258.8,3.5999988e-12,-245287.88,6849.2227,0.56464595,0.00031494116,-5.054288e-07,0.0,2.870307,2.951953,5.0,1.0,0.0,0.0,0.0,0.0
2024-10-01 07:00:00,-0.17599857,1.3508816,278.27417,278.66333,0.0,280.38428,-0.20894659,1.4357901,2.2904873,2.4011059,107148.75,20515.2,-17238.043,162467.81,-248805.06,,0.7691467,0.0004858398,-6.8975805e-06,0.0,2.8687248,2.951826,5.0,1.0,0.0,0.0,0.0,0.0
2024-10-01 08:00:00,-0.45526737,0.698728,279.323,280.3772,0.0,283.7229,-0.5277155,0.79863095,2.9972506,2.906846,509301.75,68734.69,-94000.625,559843.8,-246296.25,,0.6083996,0.00024536112,-3.759649e-05,0.0,2.867138,2.9517622,5.0,1.0,0.0,0.0,0.0,0.0
2024-10-01 09:00:00,-0.748089,0.5067578,280.136,283.5017,0.0,286.86694,-0.84928226,0.5775091,3.336483,3.5213127,1019622.4,128153.56,-280617.75,1097349.0,-324540.06,6564.008,0.60969967,0.00040039048,-0.000112236274,0.0,2.8655558,2.9516401,5.0,1.0,0.0,0.0,0.0,0.0
2024-10-01 10:00:00,-0.8782593,0.48165524,280.5774,286.26245,0.0,289.10425,-0.99466556,0.54969907,4.0355034,4.079712,1468232.0,184789.06,-474832.44,1506445.0,-355140.2,5803.2617,0.3886853,0.0005541991,-0.000189886,0.0,2.8639107,2.9515762,5.0,1.0,0.0,0.0,0.0,0.0
2024-10-01 11:00:00,-0.23311037,0.6245129,280.552,289.16064,0.0,290.2212,-0.27851808,0.7469018,4.1699133,4.0188046,1779889.0,227848.94,-646458.8,1816420.0,-367131.7,5929.336,0.48177123,0.000270996,-0.00025846856,0.0,2.8622656,2.9514494,5.0,1.0,0.0,0.0,0.0,0.0
2024-10-01 12:00:00,0.17068475,0.60649407,280.52832,290.813,0.0,291.5354,0.19589353,0.7171496,4.1089506,4.0907326,1913759.0,243388.12,-751051.5,1950129.0,-379964.8,6420.0547,0.07167232,0.000977783,-0.00030032592,0.0,2.8606195,2.9513273,5.0,1.0,0.0,0.0,0.0,0.0
2024-10-01 13:00:00,-0.008342288,0.5878741,280.81104,292.09937,0.0,292.32495,-0.017096564,0.6980554,4.246784,4.2394104,1859348.0,239529.88,-783257.44,1897490.0,-381116.7,5228.6406,0.15593868,0.0045971647,-0.00031320052,0.0,2.8590965,2.9512644,5.0,1.0,0.0,0.0,0.0,0.0
2024-10-01 14:00:00,-0.2728595,0.6313598,281.20532,292.90015,0.0,292.25146,-0.31119025,0.72681755,4.314027,3.9709816,1623260.0,209707.81,-726053.6,1596618.0,-362527.3,1382.5547,0.7185363,0.013543699,-0.00029034098,0.0,2.8574505,2.9512005,5.0,1.0,0.0,0.0,0.0,0.0
2024-10-01 15:00:00,-0.5947516,0.4521386,281.87085,293.05615,0.0,291.5266,-0.65221745,0.51493645,4.1214304,4.1275816,1231442.0,160078.06,-618096.25,1220864.0,-316159.3,1350.4102,0.97301024,0.023447264,-0.0002471644,0.0,2.8557463,2.9510784,5.0,1.0,0.0,0.0,0.0,0.0
2024-10-01 16:00:00,-1.122076,0.004304774,283.70923,292.25513,0.0,290.3523,-1.1548834,0.01373104,4.1278563,3.3907824,742108.1,88629.44,-364521.7,685498.9,-254211.56,1478.6516,0.95224607,0.033159178,-0.00014574296,0.0,2.8541594,2.9510155,5.0,1.0,0.0,0.0,0.0,0.0
2024-10-01 17:00:00,-1.430995,0.1550622,283.5205,291.20142,0.0,287.9851,-1.2609243,0.11544371,3.55439,3.0877342,264424.94,36270.08,-160127.94,330365.44,-220419.31,1634.3757,0.94419795,0.055709228,-6.40206e-05,0.0,2.8525772,2.9508295,5.0,1.0,0.0,0.0,0.0,0.0
2024-10-01 18:00:00,-1.6739988,0.5993475,283.78394,289.1482,0.0,286.6499,-1.3698931,0.5113684,3.30647,3.1737614,13946.879,4943.039,-33428.76,31613.438,-207537.44,1677.1951,0.86183226,0.13903075,-1.3371846e-05,0.0,2.8509321,2.9507666,5.0,1.0,0.0,0.0,6.3476546e-05,0.0
2024-10-01 19:00:00,-1.5543556,1.2713585,283.80347,288.01807,0.0,286.43237,-1.4035378,1.1403522,3.6866226,3.3402433,0.0,0.0,-21147.8,3.5999988e-12,-176687.56,1748.7283,0.96152705,0.14905024,-8.475399e-06,0.0,2.849409,2.9506388,5.0,1.0,0.0,0.0,0.00024414062,0.0
2024-10-01 20:00:00,-1.0905018,1.589962,283.58252,287.3943,0.0,286.23145,-0.9838379,1.4190807,3.7380915,3.1896086,0.0,0.0,-28870.96,3.5999988e-12,-104814.56,1855.4707,0.8449145,0.03440918,-1.1555199e-05,0.0,2.847705,2.9505167,5.0,1.0,0.0,0.0,0.00024414062,0.0
2024-10-01 21:00:00,-0.90845156,1.7469282,283.65234,286.79443,0.0,285.41064,-0.72582525,1.492816,3.2648964,3.0334578,0.0,0.0,-25508.16,3.5999988e-12,-100239.125,1694.345,0.62768674,0.014569089,-1.0200246e-05,0.0,2.846118,2.9504538,5.0,1.0,0.0,0.0,0.00012207031,0.0
2024-10-01 22:00:00,-1.0373421,1.6194725,283.62695,286.31885,0.0,284.97314,-0.8084564,1.4482031,3.2327652,3.1689234,0.0,0.0,-18773.84,3.5999988e-12,-154941.38,1575.4683,0.5450952,0.020009764,-7.488421e-06,0.0,2.844472,2.9503899,5.0,1.0,0.0,0.0,0.00012207031,0.0
2024-10-01 23:00:00,0.012857668,1.8056831,283.9939,286.56226,0.0,284.65405,-0.007178951,1.5703249,3.3157263,3.2254763,0.0,0.0,-13604.684,3.5999988e-12,-161314.88,1353.3799,1.0,0.115092754,-5.431595e-06,0.0,2.8428898,2.950327,5.0,1.0,0.0,0.0,0.0,0.0
2024-10-02 00:00:00,-0.73319155,1.5228796,284.20386,286.1494,0.0,285.68555,-0.7348633,1.5205574,3.4949903,3.5174618,0.0,0.0,-9483.762,3.5999988e-12,-161002.31,1193.6277,0.91870844,0.1442895,-3.7942827e-06,0.0,2.8413029,2.9502048,5.0,1.0,0.0,0.0,0.0,0.0
2024-10-02 01:00:00,-0.5104584,1.8727798,284.46655,285.91895,0.0,285.7837,-0.50337344,1.8624945,3.8758612,3.9364996,0.0,0.0,-7728.5234,3.5999988e-12,-163432.31,983.7698,0.9340356,0.21440184,-3.0771089e-06,0.0,2.8395996,2.950141,5.0,1.0,0.0,0.0,0.00037597632,0.0
2024-10-02 02:00:00,-0.19644898,1.8497877,284.56104,285.80884,0.0,285.58447,-0.19073427,1.8066864,4.1241884,4.13667,0.0,0.0,-7659.4805,3.5999988e-12,-131814.56,1181.0742,0.89710444,0.23831785,-3.0701049e-06,0.0,2.8380756,2.950014,5.0,1.0,0.0,0.0,0.002783203,0.0
2024-10-02 03:00:00,-0.32210636,1.707036,284.95557,286.2063,2.4795526e-07,285.3274,-0.3049463,1.6463957,4.5168524,4.6036644,0.0,0.0,-9982.043,3.5999988e-12,-93580.0,1378.7183,0.8099255,0.206123,-3.982522e-06,0.0,2.8364305,2.949892,5.0,1.0,0.0,0.0,0.0017968749,0.0
2024-10-02 04:00:00,-0.6645166,1.9858418,284.82446,286.3235,1.4877314e-06,285.29077,-0.6485132,1.9438238,4.8971987,4.972575,0.0,0.0,-9082.684,3.5999988e-12,-132458.19,1641.6531,0.88723993,0.08706659,-3.6184401e-06,0.0,2.8347845,2.9497652,5.0,1.0,0.0,0.0,0.0016796873,0.0
2024-10-02 05:00:00,-0.66929936,2.3075638,284.7317,286.62915,1.735687e-06,285.2068,-0.6447455,2.240921,5.28318,5.3636904,0.0,0.0,-13070.203,3.5999988e-12,-108427.125,2028.9065,0.9371203,0.02417114,-5.234564e-06,0.0,2.8332615,2.9496431,5.0,1.0,0.0,0.0,0.0025781249,0.0
2024-10-02 06:00:00,-0.47744632,2.6525822,284.37598,286.7019,9.918203e-07,285.05005,-0.4453351,2.5442295,5.6011524,5.6349134,0.0,0.0,-15333.762,3.5999988e-12,-144103.88,2017.2402,0.96833736,0.07462889,-6.1256633e-06,0.0,2.8315573,2.9495792,5.0,1.0,0.0,0.0,0.010830075,0.0
2024-10-02 07:00:00,-0.20139098,2.8420706,284.5813,287.35156,1.735687e-06,286.17017,-0.19921386,2.7879105,5.8658895,5.8245487,90688.0,14137.277,-55246.12,92482.5,-101386.94,2218.3845,0.9902246,0.1973437,-2.2105407e-05,0.0,2.8299704,2.9495163,5.0,1.0,0.0,0.0,0.044926755,0.0
2024-10-02 08:00:00,0.21011531,2.8457975,284.71167,287.66528,0.00022003172,287.04443,0.20213926,2.808569,6.042076,6.0228004,447618.5,20337.277,-115799.75,119600.625,-80294.69,2296.855,0.968424,0.27560055,-4.6298257e-05,1.9168847e-06,2.8283243,2.9493942,5.0,1.0,8.6784354e-07,4.9591057e-07,0.07559079,1.0
2024-10-02 09:00:00,0.3678729,2.9276476,284.77832,287.9331,0.00030488963,287.89648,0.3561151,2.9048662,6.291786,6.433282,918136.3,28577.918,-134069.75,119731.19,-70075.19,1862.627,0.9968066,0.25619137,-5.3610536e-05,2.6512143e-06,2.8267431,2.9492674,5.0,1.0,2.1076194e-06,4.1007996e-07,0.07343745,1.0
2024-10-02 10:00:00,0.4462915,3.0601625,285.34595,288.69165,0.00021245955,288.4187,0.437077,3.0269432,7.2468433,7.3181763,1338836.0,59067.84,-305272.38,376739.8,-71812.94,1857.4866,0.9984033,0.21131098,-0.00012206925,1.9264216e-06,2.8251562,2.9492035,5.0,1.0,2.260208e-06,0.0,0.07098144,1.0
2024-10-02 11:00:00,-0.8837122,2.5990372,287.73828,290.927,8.802413e-05,289.54126,-0.90743715,2.6490784,7.511903,6.8982897,1641229.0,87167.625,-388945.7,584847.3,-109799.94,2371.4004,0.99441403,0.16553217,-0.00015552393,6.103515e-07,2.823452,2.9490814,5.0,1.0,0.0,0.0,0.036801755,1.0
2024-10-02 12:00:00,-0.767279,2.801837,287.9734,291.91162,0.00035739876,290.02246,-0.778706,2.8110104,7.160674,7.0488415,1781629.0,132293.75,-426525.88,685125.06,-115443.06,2835.6953,0.9367761,0.23145503,-0.00017056828,3.7002555e-06,2.821928,2.9490185,5.0,1.0,0.0002986812,0.00012587546,0.048598632,1.0
2024-10-02 13:00:00,-0.44050717,3.0908356,288.6162,292.54907,0.0009547996,290.77197,-0.44370604,3.0941753,7.662835,6.8885717,1736755.0,115759.625,-521897.94,819998.7,-157711.69,3223.7703,0.8253674,0.117960155,-0.00020871627,1.1053085e-05,2.820283,2.9489546,5.0,1.0,0.000875616,0.00013099193,0.023403317,1.0
2024-10-02 14:00:00,-0.15486693,2.7975311,289.14062,292.28125,0.0013954542,290.82495,-0.16334534,2.8000374,8.639243,6.346854,1514414.0,133076.12,-560560.75,738160.6,-145827.25,2969.5383,0.71581054,0.12786251,-0.00022416985,1.9435873e-05,2.818637,2.9487686,5.0,1.0,0.001329565,6.000517e-05,0.010292966,1.0
2024-10-02 15:00:00,0.5395508,2.3273945,289.11328,292.23242,6.988524e-05,291.12012,0.53844297,2.292019,6.494239,5.9033203,1150451.0,103423.0,-401764.56,565752.3,-145260.31,1811.9885,0.9457336,0.33246213,-0.00016067638,7.438659e-07,2.8171139,2.9487057,5.0,1.0,4.364013e-05,0.0,0.06513178,0.0
2024-10-02 16:00:00,1.1825771,2.157918,288.96777,292.05884,4.2648302e-05,290.28345,1.119647,2.044179,5.903384,5.324031,693227.5,34511.68,-218800.25,322488.3,-140973.94,2335.3413,0.9984033,0.36047113,-8.748194e-05,2.4795526e-07,2.8154097,2.9485836,5.0,1.0,0.0,1.2397759e-06,0.114741206,0.0
2024-10-02 17:00:00,1.169074,2.1229992,288.27783,291.16382,7.711409e-05,289.39062,1.056922,1.9493589,5.365196,5.1457205,241374.69,23775.04,-120486.44,142010.88,-118019.31,2528.705,0.99520993,0.26166254,-4.8202564e-05,7.438659e-07,2.8138227,2.9484568,5.0,1.0,1.3885497e-05,0.0,0.12658203,0.0
2024-10-02 18:00:00,1.5621929,1.5602684,287.57397,290.53296,0.00012525557,288.85962,1.4753857,1.5158033,6.863634,6.8676863,10608.637,1631.3599,-68674.0,13644.797,-98587.375,2078.5142,0.9824707,0.22262204,-2.7471891e-05,1.2207029e-06,2.8121777,2.9483929,5.0,1.0,6.324767e-05,8.2492825e-06,0.13232416,1.0
2024-10-02 19:00:00,1.1425629,0.52960515,287.0962,290.13647,0.00023542403,288.31763,1.0250607,0.4745618,7.479844,6.6271772,0.0,0.0,-91335.81,3.5999988e-12,-76658.875,2263.406,1.0,0.26852536,-3.6527563e-05,3.2043454e-06,2.8105955,2.9482708,5.0,1.0,7.024764e-05,4.9157126e-05,0.31999993,1.0
2024-10-02 20:00:00,0.48171753,-1.9895105,286.97485,290.09644,0.0024537656,287.89502,0.47076356,-1.9770479,9.425851,9.295233,0.0,0.0,-57211.92,3.5999988e-12,-83239.75,712.3003,0.98802733,0.38331783,-2.285291e-05,0.00016286848,2.8090086,2.9482079,5.0,1.0,0.0004364585,0.00017467975,0.3311718,1.0
2024-10-02 21:00:00,-0.589021,-3.4693441,287.43628,289.17212,0.0028276632,287.05078,-0.5856128,-3.4406996,10.389858,6.977561,0.0,0.0,-90729.56,3.5999988e-12,-62613.844,614.47876,1.0,0.47452754,-3.6276964e-05,0.0001233673,2.8073673,2.948081,5.0,1.0,0.00038314797,0.0002198267,0.2801367,1.0
2024-10-02 22:00:00,-0.504975,-3.298191,287.06348,288.20776,0.002272682,286.09766,-0.4943781,-3.236064,8.804217,6.669277,0.0,0.0,-126897.625,3.5999988e-12,-26905.246,366.094,1.0,0.56617916,-5.0751958e-05,3.7536607e-05,2.8057804,2.947959,5.0,1.0,0.00049352646,7.3871604e-05,0.13625973,1.0
2024-10-02 23:00:00,0.09200621,-2.3156824,286.375,286.86548,0.001549263,286.25293,0.0910998,-2.375967,7.1758804,5.540696,0.0,0.0,-135405.75,3.5999988e-12,-30924.652,322.33325,0.9721618,0.31302488,-5.4142103e-05,9.601592e-05,2.8041353,2.947895,5.0,1.0,0.00019749641,2.861023e-07,0.1850195,1.0
2024-10-03 00:00:00,-0.50656927,-2.288249,286.0232,286.7395,0.0006817244,285.9663,-0.51886964,-2.3283377,6.127887,3.4173307,0.0,0.0,-95266.06,3.5999988e-12,-32057.922,418.84424,0.95997065,0.45626462,-3.808616e-05,1.1310577e-05,2.8025532,2.9478312,5.0,1.0,8.0108646e-07,0.0,0.090507805,1.0
2024-10-03 01:00:00,-0.94602966,-2.3899279,285.98657,286.56104,0.00056116097,285.71362,-0.9561707,-2.4112844,4.1932898,3.4843693,0.0,0.0,-49543.004,3.5999988e-12,-63019.84,587.50854,1.0,0.66927975,-1.9793486e-05,9.670257e-06,2.800908,2.947709,5.0,1.0,1.239776e-07,0.0,0.122431636,1.0
2024-10-03 02:00:00,-1.8321857,-1.9899607,286.08398,286.5193,0.0004722213,285.4817,-1.8435097,-2.010499,4.113782,3.9223652,0.0,0.0,-82518.69,3.5999988e-12,-44349.73,429.47192,1.0,0.65580076,-3.299379e-05,7.820129e-06,2.799262,2.9476461,5.0,1.0,0.0,0.0,0.08289546,1.0
2024-10-03 03:00:00,-2.1159964,-1.7061281,285.84253,286.2046,0.00027706125,285.20142,-2.1219444,-1.7222366,4.0007906,3.588047,0.0,0.0,-78055.25,3.5999988e-12,-32980.41,251.77477,1.0,0.57245356,-3.1214586e-05,4.520416e-06,2.7976751,2.9474602,5.0,1.0,0.0,0.0,0.1475488,1.0
2024-10-03 04:00:00,-1.9608021,-1.9678802,285.8689,286.24048,0.0001722908,284.95044,-1.9651785,-1.9790602,3.5875978,3.150957,0.0,0.0,-63085.6,3.5999988e-12,-36363.203,240.52162,1.0,0.66587275,-2.5220652e-05,2.803802e-06,2.796093,2.9473972,5.0,1.0,0.0,0.0,0.2430957,1.0
2024-10-03 05:00:00,-1.9416285,-2.0861454,285.80176,286.063,0.0001938057,284.75488,-1.9426193,-2.0925474,3.4051943,3.4869833,0.0,0.0,-60125.76,3.5999988e-12,-35275.84,232.5369,1.0,0.8042151,-2.4040157e-05,3.0326837e-06,2.794448,2.9473333,5.0,1.0,0.0,0.0,0.30443847,1.0
2024-10-03 06:00:00,-2.2078114,-2.020671,285.77734,286.01953,0.00052957516,284.57178,-2.2022247,-2.0244894,3.8842583,3.951539,0.0,0.0,-68045.69,3.5999988e-12,-31646.441,186.85266,1.0,0.8338086,-2.7195594e-05,9.441375e-06,2.7928658,2.9471483,5.0,1.0,2.2888185e-07,1.1444092e-07,0.32513666,1.0
2024-10-03 07:00:00,-2.208146,-2.0821333,285.71045,285.94336,0.0013801765,284.5005,-2.208455,-2.090538,4.552456,4.7368917,69288.94,1309.7598,-80141.75,7631.3594,-30906.723,89.365265,1.0,0.8009375,-3.2045442e-05,2.4890891e-05,2.7912207,2.9470844,5.0,1.0,4.577637e-07,5.722046e-08,0.35329098,1.0
2024-10-03 08:00:00,-2.0402222,-1.916625,285.57007,285.8352,0.0020933151,284.51172,-2.044365,-1.9249859,6.653673,5.821744,386437.06,6649.918,-162007.12,35522.56,-31591.523,64.31006,1.0,0.6431091,-6.477651e-05,5.514144e-05,2.7896338,2.9470215,5.0,1.0,1.0976791e-05,1.0299682e-06,0.30126953,1.0
2024-10-03 09:00:00,-2.1687727,-1.629693,285.38403,285.67725,0.0019452667,284.78882,-2.1890526,-1.6473999,5.896798,5.8266907,837281.25,8666.238,-156891.0,66260.44,-32235.68,64.36438,1.0,0.7780969,-6.273019e-05,0.00010122299,2.7879877,2.9469576,5.0,1.0,3.3187862e-06,1.3160698e-06,0.19943845,1.0
2024-10-03 10:00:00,-2.1145382,-1.8801861,285.31885,285.66772,0.0016088865,284.80835,-2.12566,-1.8930511,5.992529,5.8325443,1253573.0,23243.52,-189422.38,132149.75,-41538.082,63.435852,1.0,0.7882971,-7.5738804e-05,6.210327e-05,2.7864056,2.9468355,5.0,1.0,1.8310548e-06,1.2588498e-06,0.18702143,1.0
2024-10-03 11:00:00,-1.9039917,-2.1532202,285.1775,285.64575,0.0018320463,284.56616,-1.9065027,-2.1551275,6.010667,5.7006283,1544374.0,25266.559,-212472.56,173690.88,-45286.562,74.85243,1.0,0.63986325,-8.49543e-05,7.0438386e-05,2.7847605,2.9467087,5.0,1.0,5.8460237e-06,0.0,0.25513667,1.0
2024-10-03 12:00:00,-2.9335718,-2.5303078,284.9834,285.38647,0.002135105,284.41748,-2.933855,-2.529355,6.0495176,6.013734,1668675.0,31254.078,-180562.88,121267.19,-42036.883,48.91809,1.0,0.62097406,-7.219262e-05,6.9894784e-05,2.7831144,2.9465866,5.0,1.0,0.0,2.6893613e-06,0.4417773,1.0
2024-10-03 13:00:00,-2.5978909,-1.8423748,284.96704,285.31836,0.0020328711,284.27686,-2.5879507,-1.8375015,6.240774,6.079092,1606436.0,28298.238,-184565.69,131097.56,-39761.043,54.60173,1.0,0.95666015,-7.381424e-05,5.7029712e-05,2.7815323,2.9465227,5.0,1.0,7.93457e-06,5.2022933e-06,0.504082,1.0
2024-10-03 14:00:00,-1.8170843,-2.538597,284.8877,285.3745,0.0020131492,284.3291,-1.8179665,-2.5332136,6.2161617,5.9083405,1369774.0,20461.438,-172709.94,123517.44,-40575.082,49.180847,1.0,0.7383508,-6.907036e-05,0.00016096115,2.7799454,2.9463377,5.0,1.0,1.5821453e-05,2.7132028e-06,0.46820796,1.0
2024-10-03 15:00:00,-1.9148836,-2.4419146,284.94775,285.2671,0.002119522,284.10913,-1.9048939,-2.4295664,6.0708876,6.217102,1009530.9,16776.316,-131892.69,69422.06,-38962.75,43.790573,1.0,0.78396726,-5.2737945e-05,0.00011123657,2.7783003,2.9462738,5.0,1.0,8.1396094e-05,0.000101294514,0.333125,1.0
2024-10-03 16:00:00,-1.9210596,-2.3349018,284.8628,285.13745,0.0026136779,283.99243,-1.904067,-2.3157816,6.849272,6.36588,577036.75,7262.078,-123750.56,47221.758,-33634.84,43.620667,1.0,0.8127612,-4.9475828e-05,0.00032573682,2.7767181,2.9462109,5.0,1.0,0.00021603584,6.668091e-05,0.30678707,1.0
2024-10-03 17:00:00,-1.9952908,-2.266451,284.88574,285.1394,0.0031750107,283.833,-1.9739676,-2.2433548,6.3655252,5.2506475,181224.94,4500.4766,-107106.56,26042.879,-26754.363,43.72496,1.0,0.92335445,-4.2837142e-05,0.00031551346,2.775073,2.9460888,5.0,1.0,9.546279e-05,1.65987e-05,0.33098632,1.0
2024-10-03 18:00:00,-2.2354708,-2.174734,284.79956,285.08105,0.002400398,283.74927,-2.2105284,-2.150982,5.6271105,5.8604574,5539.84,331.83984,-80894.69,1891.8398,-25778.203,46.230255,1.0,0.73163813,-3.2355965e-05,0.00019481659,2.773427,2.946025,5.0,1.0,4.980086e-05,1.3165474e-05,0.5353613,1.0
2024-10-03 19:00:00,-2.0617714,-2.060588,284.7036,285.0227,0.0016044998,283.76733,-2.0395107,-2.0385208,6.5557547,6.667178,0.0,0.0,-87559.81,3.5999988e-12,-26474.242,39.044907,1.0,0.8835986,-3.5020654e-05,5.155563e-05,2.77184,2.945898,5.0,1.0,5.790709e-05,2.1586413e-05,0.42733395,1.0
2024-10-03 20:00:00,-2.015586,-2.4753036,284.66504,284.99512,0.00232769,283.78784,-1.9987068,-2.4531488,6.6561985,6.789649,0.0,0.0,-104606.375,3.5999988e-12,-24739.203,86.92839,1.0,0.6900635,-4.1828258e-05,0.00032382947,2.770258,2.9458342,5.0,1.0,5.2165982e-05,1.7194747e-05,0.51816404,1.0
2024-10-03 21:00:00,-2.0734177,-2.816103,284.6338,284.94434,0.0021941375,283.7881,-2.059145,-2.7972279,8.06742,8.121362,0.0,0.0,-107664.25,3.5999988e-12,-22582.363,95.71794,1.0,0.95330685,-4.30519e-05,0.00015303612,2.7686129,2.945712,5.0,1.0,0.00029143319,1.2197494e-05,0.3722461,1.0
2024-10-03 22:00:00,-2.0323896,-3.08749,284.4961,284.8755,0.0024440384,283.79858,-2.021699,-3.071269,8.637862,8.61,0.0,0.0,-117145.25,3.5999988e-12,-21269.121,95.754776,1.0,1.0165367,-4.6853267e-05,0.0003743742,2.7669678,2.9456491,5.0,1.0,0.00029395102,2.746105e-05,0.39538085,1.0
2024-10-03 23:00:00,-1.0902271,-3.1322126,283.95166,284.3628,0.0027091978,284.27002,-1.0830631,-3.115532,8.99603,9.021013,0.0,0.0,-115775.94,3.5999988e-12,-18302.43,121.43057,1.0,1.039113,-4.6288827e-05,0.0002770042,2.7653856,2.9455853,5.0,1.0,7.8849785e-05,1.9407264e-05,0.4438867,1.0
2024-10-04 00:00:00,-1.2099276,-3.3008347,283.85376,284.27905,0.0028466224,284.13208,-1.2009697,-3.2816324,9.777762,9.176257,0.0,0.0,-120263.81,3.5999988e-12,-18723.273,90.54848,1.0,1.0047979,-4.8091126e-05,0.0004981039,2.7637987,2.9454002,5.0,1.0,0.00017875672,3.8547514e-05,0.4605078,1.0
2024-10-04 01:00:00,-1.2580557,-3.6308966,283.96948,284.3169,0.002622013,283.8584,-1.2551651,-3.6219559,9.177022,7.2051086,0.0,0.0,-108348.375,3.5999988e-12,-20040.176,75.38191,1.0,1.0500546,-4.3328444e-05,0.00027486798,2.7621527,2.9453363,5.0,1.0,0.0003456974,0.00015025615,0.35404295,1.0
2024-10-04 02:00:00,-1.361229,-2.7102966,284.0244,284.37524,0.0022603034,283.75073,-1.3574867,-2.7019453,7.286237,7.1217175,0.0,0.0,-86971.69,3.5999988e-12,-17732.05,86.163345,1.0,1.0959415,-3.47804e-05,0.0001778221,2.7605705,2.9451513,5.0,1.0,0.00053869234,0.00053342804,0.15407223,1.0
2024-10-04 03:00:00,-0.84815556,-2.4033546,283.8562,284.24902,0.0021082305,283.7522,-0.843186,-2.389351,8.612077,8.461321,0.0,0.0,-95165.125,3.5999988e-12,-18120.562,76.17067,1.0,1.3691626,-3.8051905e-05,7.80487e-05,2.7589254,2.9450874,5.0,1.0,0.001329975,0.00011530875,0.2538867,1.0
2024-10-04 04:00:00,0.39650452,-2.972291,283.8662,284.3994,0.0010737036,283.71533,0.39441645,-2.95572,8.658587,7.737565,0.0,0.0,-97612.25,3.5999988e-12,-13278.156,100.07504,1.0,1.4095249,-3.9029488e-05,5.6781762e-05,2.7572794,2.9450235,5.0,1.0,0.00042017922,8.477211e-05,0.20448726,1.0
2024-10-04 05:00:00,0.2754144,-3.5522575,283.80225,284.3777,0.00066587445,283.5381,0.2741717,-3.5253983,7.8632183,6.520973,0.0,0.0,-97578.625,3.5999988e-12,-15637.375,83.60135,1.0,1.221015,-3.903442e-05,1.6899095e-05,2.7556925,2.9449015,5.0,1.0,0.00013506888,1.7309185e-06,0.04745117,1.0
2024-10-04 06:00:00,0.0069354363,-3.316883,283.62695,284.2959,0.0005220603,283.2898,0.008757338,-3.2786474,6.6969566,6.6376696,0.0,0.0,-93026.31,3.5999988e-12,-19253.723,100.14302,1.0,1.0385685,-3.719129e-05,1.2931823e-05,2.7541113,2.9448385,5.0,1.0,6.132126e-06,3.5762787e-07,0.006318357,1.0
2024-10-04 07:00:00,-0.123034716,-2.9472494,283.56763,284.36963,0.00026288978,283.2107,-0.119743645,-2.905857,6.9423647,6.5017014,64294.4,2256.96,-111565.06,11609.598,-16138.922,123.353516,1.0,0.79502195,-4.4613902e-05,5.683899e-06,2.7524652,2.9447746,5.0,1.0,1.1825559e-06,2.3841858e-07,0.015078124,1.0
