,Timestamp,NO2(µg/m3),NO(µg/m3),O3(µg/m3),CO2(mg/m3),CO(mg/m3),H2S(µg/m3),PM1(µg/m3),PM2.5(µg/m3),PM10(µg/m3),VOC(mg/m3),T(C),RH(%),P(µg/m³),Wind_direction(degrees),Wind_Speed(m/s),gust(m/s)
1634,2024-10-17 04:10:00,7.7,3.5,18.5,830.0,0.212,3.8,11.0,12.0,12.0,0.1,14.85,70.4,1012.8,290.0,0.0,0.5
1635,2024-10-17 04:15:00,8.6,3.6,17.5,830.0,0.212,4.0,11.0,11.0,11.0,0.2,14.87,70.6,1012.8,0.0,0.0,0.0
1636,2024-10-17 04:20:00,8.2,3.4,17.4,837.0,0.213,3.9,11.0,12.0,12.0,0.2,14.83,70.7,1012.7,290.0,0.0,0.5
1637,2024-10-17 04:25:00,7.7,3.5,18.5,846.0,0.213,3.9,12.0,13.0,13.0,0.2,14.78,70.9,1012.7,0.0,0.0,0.0
1638,2024-10-17 04:30:00,7.5,3.6,19.4,853.0,0.213,4.0,12.0,12.0,13.0,0.2,14.76,71.3,1012.7,0.0,0.0,0.0
1639,2024-10-17 04:35:00,7.3,3.5,17.4,845.0,0.213,4.2,11.0,11.0,11.0,0.2,14.67,72.0,1012.7,290.0,0.0,0.5
1640,2024-10-17 04:40:00,7.3,3.4,18.3,836.0,0.213,3.9,11.0,11.0,11.0,0.2,14.66,72.0,1012.7,290.0,0.0,0.5
1641,2024-10-17 04:45:00,8.9,3.6,18.9,840.0,0.213,4.3,11.0,12.0,12.0,0.2,14.57,72.7,1012.8,0.0,0.0,0.0
1642,2024-10-17 04:50:00,6.6,3.4,17.5,851.0,0.213,3.7,10.0,11.0,11.0,0.2,14.56,72.6,1012.8,0.0,0.0,0.0
1643,2024-10-17 04:55:00,7.1,3.5,18.8,841.0,0.212,4.0,11.0,12.0,12.0,0.2,14.51,72.7,1012.8,290.0,0.1,0.6
1644,2024-10-17 05:00:00,6.5,3.4,17.3,840.0,0.212,3.9,12.0,12.0,13.0,0.2,14.53,72.6,1012.8,290.0,0.0,0.5
1645,2024-10-17 05:05:00,6.0,3.3,18.5,832.0,0.212,3.8,11.0,12.0,12.0,0.2,14.54,72.2,1012.8,0.0,0.0,0.0
1646,2024-10-17 05:10:00,6.4,3.5,19.6,823.0,0.212,4.0,11.0,12.0,12.0,0.2,14.41,72.6,1012.7,290.0,0.1,0.5
1647,2024-10-17 05:15:00,7.2,3.4,19.0,830.0,0.212,4.1,11.0,11.0,11.0,0.2,14.44,72.8,1012.7,0.0,0.0,0.0
1648,2024-10-17 05:20:00,8.1,3.3,19.8,838.0,0.213,3.9,12.0,13.0,13.0,0.2,14.43,73.0,1012.6,290.0,0.0,0.5
1649,2024-10-17 05:25:00,8.6,3.3,16.8,837.0,0.213,4.0,11.0,11.0,11.0,0.2,14.41,73.2,1012.6,0.0,0.0,0.0
1650,2024-10-17 05:30:00,9.4,3.1,17.1,838.0,0.214,4.1,13.0,13.0,13.0,0.2,14.42,73.4,1012.6,0.0,0.0,0.0
1651,2024-10-17 05:35:00,8.6,3.3,15.7,837.0,0.212,3.8,10.0,11.0,11.0,0.2,14.41,73.6,1012.6,0.0,0.0,0.0
1652,2024-10-17 05:40:00,7.3,3.2,15.1,835.0,0.212,3.7,12.0,12.0,12.0,0.2,14.38,73.7,1012.6,290.0,0.0,0.5
1653,2024-10-17 05:45:00,8.5,3.3,17.3,846.0,0.213,4.2,14.0,14.0,14.0,0.2,14.26,74.2,1012.6,0.0,0.0,0.0
1654,2024-10-17 05:50:00,5.3,3.3,15.7,842.0,0.212,3.8,11.0,12.0,12.0,0.2,14.32,74.1,1012.7,0.0,0.0,0.0
1655,2024-10-17 05:55:00,9.3,3.3,17.7,848.0,0.212,4.3,10.0,11.0,11.0,0.1,14.24,74.5,1012.6,0.0,0.0,0.0
1656,2024-10-17 06:00:00,5.7,3.3,17.2,845.0,0.212,3.4,11.0,12.0,12.0,0.1,14.09,74.5,1012.7,0.0,0.0,0.0
1657,2024-10-17 06:05:00,7.6,3.1,17.8,856.0,0.213,4.4,22.0,23.0,23.0,0.2,14.06,75.2,1012.7,0.0,0.0,0.0
1658,2024-10-17 06:10:00,6.3,3.4,17.5,852.0,0.212,3.8,10.0,11.0,11.0,0.1,14.13,74.8,1012.7,0.0,0.0,0.0
1659,2024-10-17 06:15:00,7.5,3.2,16.6,850.0,0.211,4.0,10.0,11.0,11.0,0.1,14.11,74.9,1012.7,0.0,0.0,0.0
1660,2024-10-17 06:20:00,7.7,3.2,15.5,848.0,0.211,4.0,10.0,11.0,11.0,0.1,14.09,75.3,1012.7,0.0,0.0,0.0
1661,2024-10-17 06:25:00,8.6,3.1,16.3,846.0,0.214,4.2,21.0,22.0,22.0,0.2,13.91,75.9,1012.6,0.0,0.0,0.0
1662,2024-10-17 06:30:00,6.9,3.1,15.4,840.0,0.213,3.7,11.0,12.0,12.0,0.2,14.03,75.0,1012.6,0.0,0.0,0.0
1663,2024-10-17 06:35:00,5.3,3.1,15.3,849.0,0.214,3.8,22.0,24.0,24.0,0.2,13.99,74.8,1012.6,0.0,0.0,0.0
1664,2024-10-17 06:40:00,6.2,3.3,16.7,850.0,0.211,4.0,11.0,12.0,12.0,0.1,14.0,75.1,1012.7,0.0,0.0,0.0
1665,2024-10-17 06:45:00,3.4,3.1,15.2,856.0,0.21,3.7,11.0,11.0,12.0,0.2,14.08,74.9,1012.7,0.0,0.0,0.0
1666,2024-10-17 06:50:00,5.2,3.2,17.4,847.0,0.212,4.1,13.0,14.0,14.0,0.2,14.04,75.0,1012.7,0.0,0.0,0.0
1667,2024-10-17 06:55:00,3.9,3.1,15.6,841.0,0.213,3.7,17.0,18.0,18.0,0.2,14.02,75.0,1012.8,290.0,0.0,0.5
1668,2024-10-17 07:00:00,3.7,3.1,16.2,847.0,0.211,3.7,12.0,13.0,13.0,0.1,13.93,74.4,1012.8,0.0,0.0,0.0
1669,2024-10-17 07:05:00,3.4,3.1,17.9,833.0,0.211,3.7,11.0,12.0,12.0,0.1,13.91,73.8,1012.8,0.0,0.0,0.0
1670,2024-10-17 07:10:00,3.8,3.1,19.0,832.0,0.21,4.1,10.0,10.0,10.0,0.1,13.7,75.0,1012.8,0.0,0.0,0.0
1671,2024-10-17 07:15:00,5.5,3.3,19.5,831.0,0.21,4.2,10.0,10.0,10.0,0.1,13.53,75.8,1012.8,0.0,0.0,0.0
1672,2024-10-17 07:20:00,4.9,3.1,16.9,835.0,0.21,4.0,9.0,10.0,10.0,0.1,13.41,76.7,1012.8,0.0,0.0,0.0
1673,2024-10-17 07:25:00,2.9,3.1,16.4,831.0,0.21,3.5,11.0,11.0,11.0,0.1,13.64,75.5,1012.8,0.0,0.0,0.0
1674,2024-10-17 07:30:00,4.3,3.2,17.5,825.0,0.21,3.9,10.0,10.0,10.0,0.1,13.62,75.5,1012.9,0.0,0.0,0.0
1675,2024-10-17 07:35:00,3.5,3.2,16.5,831.0,0.21,3.8,11.0,12.0,12.0,0.1,13.76,75.1,1012.9,0.0,0.0,0.0
1676,2024-10-17 07:40:00,4.2,3.1,16.5,832.0,0.21,3.8,10.0,11.0,11.0,0.1,13.75,75.0,1012.9,0.0,0.0,0.0
1677,2024-10-17 07:45:00,4.7,3.2,17.7,834.0,0.21,3.8,10.0,10.0,10.0,0.1,13.73,75.0,1012.9,0.0,0.0,0.0
1678,2024-10-17 07:50:00,4.4,3.1,17.4,824.0,0.21,3.9,10.0,10.0,10.0,0.1,13.61,75.5,1012.9,0.0,0.0,0.0
1679,2024-10-17 07:55:00,5.5,3.4,14.9,839.0,0.215,4.0,20.0,22.0,22.0,0.2,13.68,75.6,1013.0,290.0,0.0,0.5
1680,2024-10-17 08:00:00,10.5,6.6,15.8,856.0,0.214,4.0,21.0,23.0,23.0,0.2,13.7,75.3,1013.1,0.0,0.0,0.0
1681,2024-10-17 08:05:00,13.5,5.2,13.2,838.0,0.214,4.0,10.0,11.0,11.0,0.2,13.52,75.7,1013.1,0.0,0.0,0.0
1682,2024-10-17 08:10:00,3.7,3.1,17.0,821.0,0.211,3.5,11.0,12.0,12.0,0.1,13.71,74.8,1013.1,290.0,0.0,0.6
1683,2024-10-17 08:15:00,9.5,3.3,17.6,817.0,0.213,3.8,12.0,13.0,13.0,0.2,13.64,74.5,1013.2,290.0,0.0,0.6
1684,2024-10-17 08:20:00,12.8,5.7,14.0,833.0,0.221,4.1,14.0,15.0,15.0,0.2,13.62,75.0,1013.2,0.0,0.0,0.0
1685,2024-10-17 08:25:00,5.6,3.1,19.6,835.0,0.212,4.2,17.0,18.0,18.0,0.2,13.55,75.6,1013.3,290.0,0.0,0.5
1686,2024-10-17 08:30:00,3.4,3.1,18.9,829.0,0.211,3.6,13.0,14.0,14.0,0.1,13.56,75.5,1013.3,0.0,0.0,0.0
1687,2024-10-17 08:35:00,4.5,3.1,18.5,828.0,0.211,3.8,19.0,20.0,20.0,0.2,13.65,75.2,1013.4,290.0,0.0,0.5
1688,2024-10-17 08:40:00,3.8,3.1,22.3,809.0,0.21,3.9,11.0,12.0,12.0,0.1,13.38,75.8,1013.4,290.0,0.1,0.6
1689,2024-10-17 08:45:00,4.6,3.1,18.2,812.0,0.21,3.6,11.0,11.0,11.0,0.1,13.46,75.9,1013.5,0.0,0.0,0.0
1690,2024-10-17 08:50:00,7.1,7.2,13.2,860.0,0.236,4.5,12.0,12.0,12.0,0.3,13.6,75.6,1013.5,290.0,0.1,0.5
1691,2024-10-17 08:55:00,9.4,3.8,16.0,834.0,0.213,4.3,19.0,20.0,20.0,0.2,13.4,76.8,1013.5,290.0,0.0,0.5
1692,2024-10-17 09:00:00,4.5,3.1,20.7,823.0,0.21,3.8,10.0,11.0,11.0,0.1,13.29,77.0,1013.6,290.0,0.0,0.6
1693,2024-10-17 09:05:00,5.2,3.1,15.7,824.0,0.21,3.8,11.0,11.0,11.0,0.1,13.56,76.6,1013.6,290.0,0.0,0.5
1694,2024-10-17 09:10:00,5.5,3.2,15.3,826.0,0.211,3.9,12.0,13.0,13.0,0.1,13.78,76.2,1013.7,290.0,0.0,0.5
1695,2024-10-17 09:15:00,6.6,3.1,15.1,822.0,0.211,3.9,11.0,12.0,13.0,0.1,13.74,76.4,1013.6,0.0,0.0,0.0
1696,2024-10-17 09:20:00,4.3,3.1,14.4,834.0,0.211,3.6,11.0,12.0,13.0,0.1,13.69,76.7,1013.7,0.0,0.0,0.0
1697,2024-10-17 09:25:00,5.5,3.1,17.2,832.0,0.211,3.6,13.0,14.0,14.0,0.1,13.71,76.3,1013.6,290.0,0.0,0.5
1698,2024-10-17 09:30:00,5.8,3.1,18.5,827.0,0.211,3.8,10.0,11.0,11.0,0.1,13.53,76.9,1013.7,0.0,0.0,0.0
1699,2024-10-17 09:35:00,4.2,3.1,14.6,833.0,0.211,3.5,11.0,12.0,12.0,0.1,13.65,76.5,1013.7,0.0,0.0,0.0
1700,2024-10-17 09:40:00,5.4,3.1,16.0,836.0,0.211,4.0,13.0,14.0,14.0,0.1,13.77,76.5,1013.7,0.0,0.0,0.0
1701,2024-10-17 09:45:00,5.4,3.1,17.6,832.0,0.21,3.8,12.0,13.0,13.0,0.1,13.76,76.2,1013.7,0.0,0.0,0.0
1702,2024-10-17 09:50:00,3.3,3.1,16.0,825.0,0.21,3.6,11.0,12.0,13.0,0.1,13.72,76.3,1013.7,0.0,0.0,0.0
1703,2024-10-17 09:55:00,3.7,3.1,17.6,830.0,0.21,3.7,12.0,13.0,13.0,0.1,13.67,76.0,1013.7,0.0,0.0,0.0
1704,2024-10-17 10:00:00,5.0,3.1,18.2,836.0,0.211,3.8,13.0,14.0,15.0,0.1,13.81,75.3,1013.6,0.0,0.0,0.0
1705,2024-10-17 10:05:00,5.6,3.1,18.3,834.0,0.211,4.2,16.0,17.0,17.0,0.1,13.7,76.7,1013.6,290.0,0.0,0.5
1706,2024-10-17 10:10:00,3.3,3.1,19.1,840.0,0.211,3.4,13.0,14.0,14.0,0.1,13.83,75.5,1013.6,290.0,0.0,0.5
1707,2024-10-17 10:15:00,4.5,3.1,19.5,826.0,0.211,3.6,12.0,13.0,13.0,0.1,13.94,74.7,1013.6,0.0,0.0,0.0
1708,2024-10-17 10:20:00,5.0,3.1,16.7,812.0,0.21,3.9,12.0,12.0,12.0,0.1,13.98,75.5,1013.6,290.0,0.0,0.5
1709,2024-10-17 10:25:00,5.6,3.1,17.4,808.0,0.229,4.2,11.0,11.0,12.0,0.3,13.92,75.9,1013.5,0.0,0.0,0.0
1710,2024-10-17 10:30:00,4.1,3.1,17.8,814.0,0.211,3.6,11.0,12.0,12.0,0.1,13.96,75.9,1013.5,0.0,0.0,0.0
1711,2024-10-17 10:35:00,5.9,3.1,17.9,812.0,0.21,3.6,12.0,12.0,12.0,0.1,14.1,75.3,1013.5,290.0,0.0,0.5
1712,2024-10-17 10:40:00,7.3,3.1,16.2,815.0,0.21,3.8,10.0,11.0,11.0,0.1,14.07,76.1,1013.5,0.0,0.0,0.0
1713,2024-10-17 10:45:00,4.4,3.2,16.2,820.0,0.211,3.4,11.0,11.0,11.0,0.1,14.24,75.7,1013.5,290.0,0.0,0.5
1714,2024-10-17 10:50:00,8.1,3.2,14.2,825.0,0.213,3.8,15.0,16.0,16.0,0.2,14.37,75.5,1013.5,0.0,0.0,0.0
1715,2024-10-17 10:55:00,9.6,3.1,16.0,822.0,0.213,4.2,12.0,13.0,13.0,0.2,14.32,76.4,1013.5,0.0,0.0,0.0
1716,2024-10-17 11:00:00,6.1,3.1,16.9,816.0,0.21,3.4,12.0,13.0,13.0,0.2,14.54,75.7,1013.4,290.0,0.0,0.6
1717,2024-10-17 11:05:00,5.0,3.1,17.8,808.0,0.212,3.3,13.0,14.0,14.0,0.1,14.6,74.7,1013.4,0.0,0.0,0.0
1718,2024-10-17 11:10:00,8.4,3.1,17.0,811.0,0.212,3.9,13.0,14.0,14.0,0.1,14.8,74.4,1013.4,290.0,0.0,0.5
1719,2024-10-17 11:15:00,8.0,3.1,17.7,807.0,0.212,3.5,14.0,15.0,15.0,0.1,14.96,73.6,1013.3,0.0,0.0,0.0
1720,2024-10-17 11:20:00,6.0,3.2,15.7,803.0,0.211,3.4,14.0,15.0,15.0,0.1,15.04,73.1,1013.3,0.0,0.0,0.0
1721,2024-10-17 11:25:00,5.7,3.3,17.2,799.0,0.213,3.4,14.0,15.0,15.0,0.1,15.1,72.6,1013.3,290.0,0.1,0.5
1722,2024-10-17 11:30:00,7.9,3.2,21.0,801.0,0.216,4.2,16.0,17.0,17.0,0.2,15.0,73.5,1013.3,290.0,0.0,0.7
1723,2024-10-17 11:35:00,7.6,3.1,18.5,807.0,0.212,4.0,17.0,18.0,18.0,0.2,15.22,74.0,1013.2,0.0,0.0,0.0
1724,2024-10-17 11:40:00,6.2,3.3,19.8,803.0,0.212,3.0,14.0,15.0,15.0,0.1,15.14,73.3,1013.2,290.0,0.0,0.5
1725,2024-10-17 11:45:00,8.6,3.3,19.6,802.0,0.212,3.1,14.0,15.0,15.0,0.1,15.47,71.8,1013.2,290.0,0.0,0.5
1726,2024-10-17 11:50:00,11.2,3.0,22.5,799.0,0.212,4.0,13.0,13.0,13.0,0.1,15.65,72.6,1013.1,290.0,0.1,0.7
1727,2024-10-17 11:55:00,7.3,3.4,20.6,788.0,0.213,2.8,13.0,14.0,14.0,0.1,15.66,71.7,1013.1,290.0,0.2,0.8
1728,2024-10-17 12:00:00,7.5,3.3,21.4,798.0,0.211,3.1,16.0,17.0,17.0,0.1,15.93,69.8,1013.1,290.0,0.2,0.9
1729,2024-10-17 12:05:00,6.7,3.5,21.8,789.0,0.21,3.1,15.0,16.0,16.0,0.1,16.04,69.1,1013.2,290.0,0.2,0.8
1730,2024-10-17 12:10:00,5.7,3.4,24.5,787.0,0.21,3.1,21.0,22.0,22.0,0.1,16.02,68.0,1013.2,294.0,0.2,1.0
1731,2024-10-17 12:15:00,5.4,3.3,22.1,789.0,0.209,3.8,16.0,17.0,17.0,0.1,15.87,69.6,1013.1,317.0,0.1,0.7
1732,2024-10-17 12:20:00,6.0,3.2,22.6,782.0,0.211,3.6,17.0,18.0,18.0,0.1,15.74,70.0,1013.0,317.0,0.3,0.8
1733,2024-10-17 12:25:00,6.2,3.3,21.9,777.0,0.211,3.0,19.0,20.0,20.0,0.1,15.94,68.6,1013.0,316.0,0.1,0.8
1734,2024-10-17 12:30:00,8.4,3.3,24.1,781.0,0.212,3.4,20.0,21.0,21.0,0.1,15.94,68.4,1012.9,303.0,0.1,1.0
1735,2024-10-17 12:35:00,8.8,3.1,25.4,778.0,0.211,3.5,20.0,21.0,21.0,0.1,15.81,69.7,1012.9,295.0,0.0,0.7
1736,2024-10-17 12:40:00,6.0,3.4,22.9,776.0,0.211,2.9,16.0,17.0,17.0,0.1,15.71,70.2,1012.8,295.0,0.1,0.7
1737,2024-10-17 12:45:00,7.7,3.3,22.5,782.0,0.212,3.0,21.0,23.0,23.0,0.1,15.93,68.4,1012.8,295.0,0.2,0.7
1738,2024-10-17 12:50:00,8.8,3.1,25.6,769.0,0.211,3.5,20.0,22.0,22.0,0.1,16.05,68.6,1012.7,293.0,0.3,1.0
1739,2024-10-17 12:55:00,8.3,3.1,24.5,768.0,0.212,3.3,20.0,21.0,21.0,0.1,15.94,69.4,1012.7,291.0,0.0,0.6
1740,2024-10-17 13:00:00,8.8,3.2,23.3,769.0,0.212,3.3,21.0,23.0,23.0,0.1,15.98,69.2,1012.7,291.0,0.2,0.7
1741,2024-10-17 13:05:00,9.9,3.3,22.4,772.0,0.213,3.2,22.0,23.0,23.0,0.1,16.04,68.7,1012.6,291.0,0.2,0.9
1742,2024-10-17 13:10:00,7.7,3.3,22.5,778.0,0.212,3.1,28.0,29.0,29.0,0.2,16.05,68.1,1012.6,300.0,0.3,1.0
1743,2024-10-17 13:15:00,8.9,3.1,24.6,788.0,0.211,3.7,20.0,22.0,22.0,0.1,15.92,68.9,1012.6,302.0,0.3,1.1
1744,2024-10-17 13:20:00,7.8,3.1,23.6,788.0,0.211,3.3,20.0,22.0,22.0,0.1,15.87,69.0,1012.5,306.0,0.4,0.9
1745,2024-10-17 13:25:00,9.8,3.1,20.1,783.0,0.212,3.8,21.0,22.0,22.0,0.1,15.84,69.8,1012.5,306.0,0.0,0.7
1746,2024-10-17 13:30:00,9.1,3.1,21.9,780.0,0.212,3.3,21.0,23.0,23.0,0.1,15.8,70.2,1012.4,306.0,0.2,0.9
1747,2024-10-17 13:35:00,8.9,3.1,23.3,788.0,0.212,3.2,19.0,20.0,20.0,0.1,15.82,69.8,1012.4,306.0,0.3,1.0
1748,2024-10-17 13:40:00,8.8,3.1,22.1,794.0,0.212,3.3,19.0,21.0,21.0,0.1,15.84,69.8,1012.3,303.0,0.2,0.9
1749,2024-10-17 13:45:00,9.1,3.1,25.8,784.0,0.217,3.7,20.0,22.0,22.0,0.2,15.6,70.8,1012.3,303.0,0.0,0.5
1750,2024-10-17 13:50:00,8.6,3.1,24.3,784.0,0.216,3.4,21.0,22.0,22.0,0.2,15.7,70.3,1012.2,303.0,0.1,0.5
1751,2024-10-17 13:55:00,10.3,3.1,24.3,788.0,0.215,3.9,21.0,23.0,23.0,0.2,15.75,70.4,1012.2,303.0,0.1,0.9
1752,2024-10-17 14:00:00,9.0,3.1,21.9,789.0,0.214,3.6,20.0,21.0,21.0,0.2,15.67,71.0,1012.2,0.0,0.0,0.0
1753,2024-10-17 14:05:00,9.5,3.4,22.6,790.0,0.238,4.2,38.0,40.0,41.0,0.3,15.75,70.8,1012.1,303.0,0.0,0.5
1754,2024-10-17 14:10:00,9.0,3.1,21.1,777.0,0.215,3.6,22.0,23.0,23.0,0.2,15.69,71.0,1012.1,303.0,0.0,0.5
1755,2024-10-17 14:15:00,9.9,3.0,20.8,764.0,0.216,3.8,20.0,21.0,21.0,0.2,15.63,71.8,1012.0,303.0,0.0,0.5
1756,2024-10-17 14:20:00,10.4,3.1,21.2,764.0,0.215,3.8,23.0,24.0,24.0,0.2,15.56,72.1,1012.0,303.0,0.0,0.5
1757,2024-10-17 14:25:00,10.4,3.1,19.3,780.0,0.215,3.8,21.0,23.0,23.0,0.2,15.51,72.8,1012.0,0.0,0.0,0.0
1758,2024-10-17 14:30:00,10.1,3.0,17.8,785.0,0.214,3.7,23.0,24.0,24.0,0.2,15.51,73.0,1012.1,0.0,0.0,0.0
1759,2024-10-17 14:35:00,9.4,3.1,21.2,787.0,0.217,3.6,23.0,24.0,24.0,0.2,15.57,72.2,1012.1,303.0,0.0,0.5
1760,2024-10-17 14:40:00,7.1,3.1,18.2,793.0,0.214,3.2,24.0,25.0,25.0,0.2,15.67,71.6,1012.1,0.0,0.0,0.0
1761,2024-10-17 14:45:00,8.7,3.0,20.0,791.0,0.215,3.8,25.0,26.0,27.0,0.2,15.63,71.8,1012.2,0.0,0.0,0.0
1762,2024-10-17 14:50:00,9.2,3.1,22.1,790.0,0.213,3.6,27.0,28.0,29.0,0.2,15.59,71.7,1012.1,303.0,0.0,0.5
1763,2024-10-17 14:55:00,9.7,3.1,20.2,789.0,0.213,3.7,27.0,28.0,28.0,0.2,15.68,71.7,1012.1,0.0,0.0,0.0
1764,2024-10-17 15:00:00,10.2,3.1,19.8,785.0,0.215,4.1,28.0,30.0,30.0,0.2,15.63,72.3,1012.2,0.0,0.0,0.0
1765,2024-10-17 15:05:00,8.7,3.0,20.3,786.0,0.213,3.3,27.0,28.0,29.0,0.2,15.56,72.7,1012.1,0.0,0.0,0.0
1766,2024-10-17 15:10:00,9.1,3.1,23.6,785.0,0.216,3.7,28.0,30.0,31.0,0.2,15.62,71.9,1012.1,303.0,0.1,0.6
1767,2024-10-17 15:15:00,9.4,3.1,20.7,786.0,0.216,3.8,28.0,30.0,31.0,0.2,15.62,72.1,1012.0,303.0,0.0,0.8
1768,2024-10-17 15:20:00,8.9,3.1,21.3,792.0,0.214,3.8,29.0,30.0,30.0,0.2,15.47,72.9,1011.9,303.0,0.0,0.6
1769,2024-10-17 15:25:00,8.9,3.1,18.1,795.0,0.215,3.6,29.0,31.0,31.0,0.2,15.5,72.8,1011.9,303.0,0.0,0.5
1770,2024-10-17 15:30:00,9.1,3.0,18.5,786.0,0.214,3.7,28.0,29.0,29.0,0.2,15.37,73.7,1011.9,0.0,0.0,0.0
1771,2024-10-17 15:35:00,9.2,3.1,19.5,786.0,0.213,3.8,25.0,26.0,27.0,0.2,15.23,74.5,1011.9,0.0,0.0,0.0
1772,2024-10-17 15:40:00,6.9,3.0,19.0,791.0,0.215,3.4,30.0,32.0,33.0,0.2,15.47,73.2,1011.8,303.0,0.1,0.7
1773,2024-10-17 15:45:00,7.5,3.1,18.1,789.0,0.214,3.5,31.0,33.0,33.0,0.2,15.54,72.5,1011.8,0.0,0.0,0.0
1774,2024-10-17 15:50:00,8.5,3.0,21.4,781.0,0.214,3.8,30.0,31.0,32.0,0.2,15.55,72.6,1011.8,303.0,0.0,0.5
1775,2024-10-17 15:55:00,8.6,3.1,20.2,778.0,0.213,3.7,28.0,30.0,30.0,0.2,15.52,73.0,1011.8,303.0,0.0,0.7
1776,2024-10-17 16:00:00,8.0,3.0,18.6,779.0,0.213,3.5,26.0,28.0,28.0,0.1,15.59,72.7,1011.8,303.0,0.0,0.6
1777,2024-10-17 16:05:00,7.6,3.0,19.6,773.0,0.213,3.5,25.0,26.0,27.0,0.1,15.57,72.7,1011.8,303.0,0.0,0.5
1778,2024-10-17 16:10:00,7.5,3.0,20.6,771.0,0.213,3.6,23.0,24.0,24.0,0.2,15.53,72.9,1011.8,303.0,0.1,0.7
1779,2024-10-17 16:15:00,8.0,3.0,19.7,769.0,0.214,3.5,25.0,26.0,27.0,0.2,15.55,72.7,1011.8,303.0,0.0,0.5
1780,2024-10-17 16:20:00,7.4,3.0,20.9,766.0,0.213,3.4,26.0,27.0,27.0,0.2,15.55,72.4,1011.8,303.0,0.1,0.8
1781,2024-10-17 16:25:00,8.1,3.0,20.2,771.0,0.213,3.9,22.0,24.0,25.0,0.2,15.51,72.9,1011.8,0.0,0.0,0.0
1782,2024-10-17 16:30:00,8.5,3.1,20.8,771.0,0.214,4.0,22.0,23.0,23.0,0.2,15.3,74.2,1011.7,303.0,0.0,0.8
1783,2024-10-17 16:35:00,8.6,3.0,22.3,771.0,0.218,3.6,25.0,27.0,27.0,0.2,15.47,73.1,1011.6,303.0,0.1,0.6
1784,2024-10-17 16:40:00,7.8,3.0,19.5,784.0,0.214,3.6,24.0,25.0,26.0,0.2,15.59,72.9,1011.6,303.0,0.1,0.7
1785,2024-10-17 16:45:00,7.9,3.0,18.8,793.0,0.214,3.6,25.0,26.0,26.0,0.2,15.5,73.3,1011.6,303.0,0.0,0.5
1786,2024-10-17 16:50:00,9.9,3.1,15.6,798.0,0.214,3.8,25.0,27.0,27.0,0.2,15.49,73.9,1011.6,303.0,0.0,0.5
1787,2024-10-17 16:55:00,6.0,3.1,19.3,788.0,0.216,3.2,27.0,29.0,29.0,0.2,15.54,72.7,1011.5,0.0,0.0,0.0
1788,2024-10-17 17:00:00,7.0,3.0,16.4,790.0,0.215,3.8,27.0,29.0,30.0,0.2,15.58,72.9,1011.5,0.0,0.0,0.0
1789,2024-10-17 17:05:00,6.5,3.0,19.4,787.0,0.214,3.5,24.0,26.0,26.0,0.2,15.58,72.8,1011.6,303.0,0.0,0.5
1790,2024-10-17 17:10:00,6.0,3.0,17.3,778.0,0.215,3.6,24.0,26.0,26.0,0.2,15.7,72.4,1011.6,0.0,0.0,0.0
1791,2024-10-17 17:15:00,7.3,3.0,17.0,783.0,0.214,3.7,23.0,25.0,25.0,0.2,15.71,72.5,1011.6,303.0,0.1,0.6
1792,2024-10-17 17:20:00,6.8,3.0,19.7,778.0,0.212,3.7,23.0,25.0,26.0,0.1,15.62,72.9,1011.5,0.0,0.0,0.0
1793,2024-10-17 17:25:00,7.6,3.0,17.3,778.0,0.213,3.7,24.0,25.0,25.0,0.2,15.52,73.4,1011.5,0.0,0.0,0.0
1794,2024-10-17 17:30:00,7.2,3.1,15.2,801.0,0.212,3.6,24.0,25.0,25.0,0.2,15.59,73.5,1011.5,0.0,0.0,0.0
1795,2024-10-17 17:35:00,6.9,3.0,16.7,802.0,0.215,3.7,23.0,25.0,25.0,0.2,15.56,73.6,1011.5,0.0,0.0,0.0
1796,2024-10-17 17:40:00,5.6,3.0,16.7,792.0,0.222,3.9,26.0,28.0,29.0,0.2,15.54,73.4,1011.5,303.0,0.0,0.5
1797,2024-10-17 17:45:00,6.3,3.0,16.6,780.0,0.218,4.0,23.0,25.0,25.0,0.2,15.43,73.7,1011.5,0.0,0.0,0.0
1798,2024-10-17 17:50:00,6.8,3.0,16.6,778.0,0.224,4.2,25.0,26.0,26.0,0.3,15.35,74.2,1011.5,0.0,0.0,0.0
1799,2024-10-17 17:55:00,6.9,3.0,15.4,769.0,0.221,4.2,24.0,26.0,26.0,0.2,15.35,74.7,1011.5,0.0,0.0,0.0
1800,2024-10-17 18:00:00,7.1,3.0,14.1,780.0,0.218,4.1,23.0,24.0,25.0,0.2,15.3,75.2,1011.5,0.0,0.0,0.0
1801,2024-10-17 18:05:00,7.3,3.0,15.2,793.0,0.218,4.1,20.0,22.0,23.0,0.2,15.18,75.8,1011.5,0.0,0.0,0.0
1802,2024-10-17 18:10:00,7.9,3.0,15.1,797.0,0.215,3.7,22.0,23.0,23.0,0.2,15.24,75.1,1011.6,0.0,0.0,0.0
1803,2024-10-17 18:15:00,7.5,3.1,13.6,795.0,0.214,3.9,24.0,26.0,26.0,0.2,15.19,75.6,1011.5,0.0,0.0,0.0
