,Timestamp,NO2(µg/m3),NO(µg/m3),O3(µg/m3),CO2(mg/m3),CO(mg/m3),H2S(µg/m3),PM1(µg/m3),PM2.5(µg/m3),PM10(µg/m3),VOC(mg/m3),T(C),RH(%),P(µg/m³),Wind_direction(degrees),Wind_Speed(m/s),gust(m/s)
0,2024-10-11 11:55:00,24.5,37.2,1.0,885.0,0.876,174.4,,,,1.4,22.36,56.8,1000.6,,,
1,2024-10-11 12:05:00,14.8,42.7,1.4,804.0,1.016,32.5,,,,1.0,25.29,48.8,1000.2,,,
2,2024-10-11 12:10:00,11.9,55.2,5.1,783.0,0.937,38.1,,,,1.1,25.04,50.0,1000.3,,,
3,2024-10-11 12:15:00,14.8,58.0,1.0,887.0,0.528,49.9,2.0,2.0,2.0,0.9,25.98,48.1,1000.3,356.0,0.1,1.1
4,2024-10-11 12:20:00,8.4,65.1,1.0,1109.0,0.489,39.7,3.0,3.0,3.0,1.0,25.94,49.4,1000.3,69.0,0.1,0.6
5,2024-10-11 12:25:00,58.4,61.6,1.0,756.0,0.477,18.6,2.0,3.0,3.0,0.5,26.92,44.7,1000.2,43.0,0.2,1.7
6,2024-10-11 12:30:00,55.0,38.0,8.2,750.0,0.297,26.2,1.0,2.0,2.0,0.6,25.73,45.4,1000.3,103.0,0.7,1.5
7,2024-10-11 12:35:00,61.2,33.7,7.7,766.0,0.383,26.3,1.0,2.0,2.0,0.6,27.42,43.1,1000.2,91.0,0.1,0.8
8,2024-10-11 12:40:00,60.3,30.2,4.4,756.0,0.356,19.8,1.0,2.0,2.0,0.7,27.3,44.0,1000.2,93.0,0.4,1.1
9,2024-10-11 12:45:00,40.9,26.3,10.8,734.0,0.219,22.4,1.0,1.0,1.0,0.6,25.27,46.3,1000.4,80.0,0.3,1.6
10,2024-10-11 12:50:00,39.2,17.8,17.1,739.0,0.217,28.9,1.0,1.0,1.0,0.4,24.91,47.0,1000.4,190.0,0.2,1.4
11,2024-10-11 12:55:00,39.7,9.2,20.9,737.0,0.233,23.8,3.0,4.0,4.0,0.4,24.31,47.9,1000.4,101.0,0.5,1.5
12,2024-10-11 13:00:00,41.5,5.7,23.5,744.0,0.243,29.7,1.0,1.0,1.0,0.4,24.15,49.1,1000.3,98.0,0.4,1.3
13,2024-10-11 13:05:00,45.4,4.6,22.3,735.0,0.29,4.4,1.0,2.0,2.0,0.4,24.94,47.7,1000.1,91.0,0.3,1.2
14,2024-10-11 13:10:00,44.7,5.5,24.6,742.0,0.292,0.0,1.0,1.0,1.0,0.4,25.58,44.9,1000.0,99.0,0.7,1.6
15,2024-10-11 13:15:00,40.1,5.1,28.5,732.0,0.273,0.0,1.0,1.0,1.0,0.4,25.6,43.4,999.9,94.0,0.4,1.5
16,2024-10-11 13:20:00,42.5,4.5,28.7,725.0,0.278,2.6,1.0,1.0,1.0,0.4,25.97,42.6,999.8,95.0,0.5,1.2
17,2024-10-11 13:25:00,39.4,4.8,31.3,726.0,0.251,0.0,1.0,1.0,1.0,0.4,26.5,41.7,999.8,106.0,0.9,2.6
18,2024-10-11 13:30:00,35.7,3.6,33.4,719.0,0.223,4.0,1.0,1.0,1.0,0.3,26.33,41.0,999.8,97.0,0.7,1.8
19,2024-10-11 13:35:00,41.5,3.0,30.5,711.0,0.246,4.4,1.0,1.0,1.0,0.4,26.93,40.8,999.8,96.0,0.7,2.1
20,2024-10-11 13:40:00,39.5,3.4,32.9,717.0,0.258,0.0,1.0,1.0,1.0,0.4,28.12,37.4,999.8,86.0,0.4,1.5
21,2024-10-11 13:45:00,33.6,3.2,33.0,711.0,0.217,4.2,1.0,1.0,1.0,0.4,27.32,38.6,999.9,97.0,0.6,2.0
22,2024-10-11 13:50:00,33.6,3.0,35.8,722.0,0.218,7.6,1.0,1.0,1.0,0.4,28.23,37.4,999.9,94.0,0.3,1.1
23,2024-10-11 13:55:00,30.0,3.0,33.1,718.0,0.213,2.6,1.0,1.0,1.0,0.3,27.47,37.6,1000.0,102.0,0.8,2.4
24,2024-10-11 14:00:00,36.8,3.3,41.2,708.0,0.222,8.3,1.0,1.0,1.0,0.3,28.48,36.4,1000.0,105.0,0.4,1.3
25,2024-10-11 14:05:00,30.9,3.4,33.4,707.0,0.212,4.8,1.0,1.0,1.0,0.3,27.47,37.8,1000.1,63.0,0.1,1.2
26,2024-10-11 14:10:00,28.1,2.8,38.3,715.0,0.211,11.9,3.0,3.0,4.0,0.3,26.74,38.9,1000.1,92.0,0.2,1.1
27,2024-10-11 14:15:00,29.6,2.5,39.9,709.0,0.213,5.3,2.0,2.0,2.0,0.3,26.33,39.4,1000.2,297.0,0.4,1.1
28,2024-10-11 14:20:00,35.6,3.0,38.2,714.0,0.222,5.1,2.0,2.0,2.0,0.3,26.42,40.1,1000.1,309.0,0.3,1.3
29,2024-10-11 14:25:00,34.0,3.3,37.6,718.0,0.217,3.9,1.0,1.0,1.0,0.3,25.56,41.5,1000.1,94.0,0.5,1.6
30,2024-10-11 14:30:00,33.8,1.0,42.8,726.0,0.211,18.8,1.0,1.0,1.0,0.3,24.34,45.2,1000.1,89.0,0.4,1.9
31,2024-10-11 14:35:00,34.6,1.0,39.1,720.0,0.223,4.3,2.0,2.0,2.0,0.3,24.55,44.9,1000.1,89.0,0.3,1.5
32,2024-10-11 14:40:00,37.1,1.0,39.4,719.0,0.224,5.2,1.0,1.0,1.0,0.2,24.49,45.0,1000.1,97.0,0.6,1.8
33,2024-10-11 14:45:00,32.9,1.0,44.2,709.0,0.231,2.8,1.0,1.0,1.0,0.2,24.62,44.1,1000.1,94.0,0.5,1.4
34,2024-10-11 14:50:00,29.7,1.0,44.8,710.0,0.219,3.3,1.0,1.0,1.0,0.2,23.59,46.2,1000.2,98.0,0.9,2.2
35,2024-10-11 14:55:00,31.8,1.0,46.5,721.0,0.213,14.5,2.0,2.0,2.0,0.2,22.78,48.6,1000.3,99.0,1.0,1.8
36,2024-10-11 15:00:00,33.0,1.0,42.9,719.0,0.221,5.7,1.0,1.0,1.0,0.3,23.34,47.5,1000.3,124.0,0.3,1.0
37,2024-10-11 15:05:00,32.7,1.0,44.0,729.0,0.217,4.3,1.0,1.0,1.0,0.2,22.91,47.9,1000.3,101.0,0.6,1.6
38,2024-10-11 15:10:00,35.8,1.0,45.4,717.0,0.218,16.8,1.0,1.0,1.0,0.3,22.96,49.2,1000.4,149.0,0.2,1.1
39,2024-10-11 15:15:00,36.0,1.0,47.5,714.0,0.221,17.8,1.0,1.0,1.0,0.3,22.84,51.5,1000.5,73.0,0.2,1.2
40,2024-10-11 15:20:00,32.8,1.0,47.4,712.0,0.223,3.9,1.0,1.0,1.0,0.3,22.1,53.0,1000.5,95.0,0.6,2.5
41,2024-10-11 15:25:00,31.9,1.0,48.5,719.0,0.221,8.0,1.0,1.0,1.0,0.2,21.47,54.5,1000.6,99.0,0.5,1.4
42,2024-10-11 15:30:00,30.1,1.0,51.2,718.0,0.226,4.0,1.0,2.0,2.0,0.2,21.06,55.3,1000.6,92.0,0.7,1.6
43,2024-10-11 15:35:00,33.7,1.0,45.2,717.0,0.26,5.7,10.0,11.0,12.0,0.3,21.67,54.4,1000.6,94.0,0.2,1.0
44,2024-10-11 15:40:00,30.5,1.0,49.1,711.0,0.226,3.5,1.0,1.0,1.0,0.2,20.97,55.8,1000.7,95.0,0.9,1.7
45,2024-10-11 15:45:00,31.6,1.0,46.8,709.0,0.224,4.5,2.0,2.0,2.0,0.2,20.62,57.1,1000.7,91.0,0.7,1.7
46,2024-10-11 15:50:00,26.9,1.0,50.7,720.0,0.225,4.1,3.0,4.0,4.0,0.2,20.5,57.2,1000.8,87.0,0.4,1.7
47,2024-10-11 15:55:00,31.2,1.0,46.4,720.0,0.227,4.9,4.0,4.0,5.0,0.2,20.65,57.4,1000.8,85.0,0.3,1.8
48,2024-10-11 16:00:00,31.9,1.0,42.7,707.0,0.229,3.9,6.0,6.0,6.0,0.3,20.82,57.1,1000.7,102.0,0.3,1.5
49,2024-10-11 16:05:00,30.4,1.0,41.7,722.0,0.236,4.2,5.0,6.0,6.0,0.3,21.0,56.7,1000.7,110.0,0.2,1.1
50,2024-10-11 16:10:00,33.2,1.0,41.6,722.0,0.229,3.9,5.0,6.0,7.0,0.2,20.86,57.1,1000.8,95.0,0.5,1.1
51,2024-10-11 16:15:00,33.3,1.0,40.8,728.0,0.228,3.9,2.0,2.0,2.0,0.2,20.6,57.9,1000.8,92.0,0.7,1.4
52,2024-10-11 16:20:00,28.1,1.0,44.5,731.0,0.22,3.4,3.0,3.0,3.0,0.2,20.23,58.2,1000.8,95.0,0.9,1.8
53,2024-10-11 16:25:00,30.8,1.0,38.8,733.0,0.221,4.0,1.0,1.0,1.0,0.2,20.24,58.5,1000.8,99.0,0.5,1.3
54,2024-10-11 16:30:00,31.8,1.0,36.5,741.0,0.222,3.8,1.0,1.0,1.0,0.2,20.34,58.3,1000.8,103.0,0.4,1.5
55,2024-10-11 16:35:00,29.2,1.0,42.2,742.0,0.222,3.4,1.0,1.0,1.0,0.2,20.18,58.5,1000.8,102.0,0.6,1.5
56,2024-10-11 16:40:00,30.5,1.0,39.8,741.0,0.22,3.6,2.0,2.0,2.0,0.2,20.0,59.0,1000.8,89.0,0.8,1.6
57,2024-10-11 16:45:00,32.6,1.0,31.9,750.0,0.219,3.6,2.0,2.0,2.0,0.1,20.06,58.9,1000.8,102.0,0.4,1.1
58,2024-10-11 16:50:00,30.4,1.0,32.0,747.0,0.22,3.7,1.0,1.0,2.0,0.1,20.34,58.2,1000.8,95.0,0.1,1.1
59,2024-10-11 16:55:00,31.9,1.0,30.6,747.0,0.221,3.7,2.0,2.0,2.0,0.2,20.34,58.1,1000.8,101.0,0.3,1.7
60,2024-10-11 17:00:00,33.1,1.0,32.2,755.0,0.219,4.4,2.0,2.0,2.0,0.2,19.99,59.1,1000.8,96.0,0.7,1.3
61,2024-10-11 17:05:00,32.9,1.0,26.5,749.0,0.219,4.7,2.0,2.0,2.0,0.2,20.17,59.1,1000.9,90.0,0.2,0.8
62,2024-10-11 17:10:00,37.9,1.0,23.8,755.0,0.222,4.9,2.0,2.0,2.0,0.2,20.26,59.5,1000.9,91.0,0.3,1.1
63,2024-10-11 17:15:00,36.9,1.0,20.3,756.0,0.223,4.4,2.0,2.0,2.0,0.2,20.38,59.3,1001.0,95.0,0.2,1.0
64,2024-10-11 17:20:00,34.4,1.0,24.2,755.0,0.219,3.9,2.0,2.0,2.0,0.2,20.09,59.9,1001.0,91.0,0.4,1.3
65,2024-10-11 17:25:00,38.0,1.0,18.7,756.0,0.222,5.5,2.0,2.0,2.0,0.2,20.23,59.9,1001.0,85.0,0.2,0.7
66,2024-10-11 17:30:00,40.1,1.0,17.0,751.0,0.223,5.4,2.0,2.0,2.0,0.2,20.33,59.9,1001.1,93.0,0.4,0.9
67,2024-10-11 17:35:00,41.4,1.0,12.6,757.0,0.225,5.2,3.0,3.0,3.0,0.2,20.54,59.3,1001.1,96.0,0.1,0.8
68,2024-10-11 17:40:00,39.3,1.4,8.8,751.0,0.226,4.0,2.0,3.0,3.0,0.2,20.75,58.6,1001.1,0.0,0.0,0.0
69,2024-10-11 17:45:00,42.8,1.1,10.4,750.0,0.236,6.2,2.0,2.0,3.0,0.2,20.58,58.9,1001.2,88.0,0.1,1.0
70,2024-10-11 17:50:00,43.2,1.2,12.1,747.0,0.224,6.1,2.0,3.0,3.0,0.2,20.34,59.5,1001.3,87.0,0.4,1.2
71,2024-10-11 17:55:00,45.3,1.4,9.4,766.0,0.221,6.8,3.0,3.0,3.0,0.2,20.13,60.3,1001.3,93.0,0.4,0.9
72,2024-10-11 18:00:00,41.8,1.1,10.4,764.0,0.23,6.5,3.0,4.0,4.0,0.3,20.21,60.0,1001.5,97.0,0.1,0.7
73,2024-10-11 18:05:00,43.6,1.0,11.5,768.0,0.247,7.9,6.0,6.0,6.0,0.3,19.98,60.5,1001.6,95.0,0.4,1.2
74,2024-10-11 18:10:00,45.4,2.0,5.7,776.0,0.246,7.4,11.0,12.0,12.0,0.3,20.05,60.7,1001.6,99.0,0.1,0.6
75,2024-10-11 18:15:00,48.0,1.5,6.6,779.0,0.237,6.8,14.0,15.0,15.0,0.3,19.58,62.1,1001.6,92.0,0.4,1.3
76,2024-10-11 18:20:00,45.1,1.3,4.6,791.0,0.238,6.8,11.0,12.0,12.0,0.3,19.88,61.5,1001.6,0.0,0.0,0.0
77,2024-10-11 18:25:00,39.9,1.0,7.3,806.0,0.289,27.7,15.0,15.0,15.0,0.4,19.82,64.1,1001.7,0.0,0.0,0.0
78,2024-10-11 18:30:00,35.4,1.0,5.8,829.0,0.483,24.3,31.0,33.0,33.0,0.9,19.74,65.5,1001.8,0.0,0.0,0.0
79,2024-10-11 18:35:00,32.7,1.0,3.7,838.0,0.255,5.3,25.0,26.0,26.0,0.4,19.7,65.9,1001.8,0.0,0.0,0.0
80,2024-10-11 18:40:00,32.5,1.0,3.5,843.0,0.373,8.7,14.0,15.0,15.0,0.5,19.61,66.2,1001.9,0.0,0.0,0.0
81,2024-10-11 18:45:00,29.8,1.0,5.4,843.0,0.243,4.4,11.0,11.0,12.0,0.3,19.55,66.3,1002.0,0.0,0.0,0.0
82,2024-10-11 18:50:00,30.4,1.2,5.4,830.0,0.244,4.6,10.0,10.0,11.0,0.3,19.48,66.2,1002.1,0.0,0.0,0.0
83,2024-10-11 18:55:00,30.0,1.0,8.3,810.0,0.239,4.9,7.0,7.0,7.0,0.3,19.52,65.5,1002.2,0.0,0.0,0.0
84,2024-10-11 19:00:00,27.8,1.0,6.3,818.0,0.257,5.3,10.0,10.0,10.0,0.3,19.4,66.4,1002.3,0.0,0.0,0.0
85,2024-10-11 19:05:00,26.2,1.0,6.6,834.0,0.228,4.6,7.0,8.0,8.0,0.2,19.27,67.0,1002.4,0.0,0.0,0.0
86,2024-10-11 19:10:00,28.2,1.0,5.5,836.0,0.302,5.0,13.0,14.0,14.0,0.4,19.16,67.5,1002.5,0.0,0.0,0.0
87,2024-10-11 19:15:00,26.6,1.0,5.7,838.0,0.258,4.7,15.0,16.0,16.0,0.3,19.03,67.9,1002.5,0.0,0.0,0.0
88,2024-10-11 19:20:00,24.5,1.0,6.2,825.0,0.232,4.6,8.0,8.0,8.0,0.3,18.95,68.1,1002.6,0.0,0.0,0.0
89,2024-10-11 19:25:00,24.7,1.0,9.1,816.0,0.236,5.0,7.0,7.0,7.0,0.3,18.89,67.8,1002.7,0.0,0.0,0.0
90,2024-10-11 19:30:00,27.8,1.0,11.1,814.0,0.229,5.2,7.0,7.0,7.0,0.2,18.91,67.3,1002.8,0.0,0.0,0.0
91,2024-10-11 19:35:00,24.1,1.0,5.5,825.0,0.228,4.9,6.0,6.0,6.0,0.3,18.91,68.3,1002.9,0.0,0.0,0.0
92,2024-10-11 19:40:00,23.0,1.0,5.4,849.0,0.225,4.6,6.0,7.0,7.0,0.3,18.84,68.7,1002.9,0.0,0.0,0.0
93,2024-10-11 19:45:00,25.0,1.0,9.1,839.0,0.229,4.9,7.0,8.0,8.0,0.3,18.67,68.6,1003.0,0.0,0.0,0.0
94,2024-10-11 19:50:00,23.0,1.0,6.9,830.0,0.226,5.0,7.0,8.0,8.0,0.2,18.65,69.1,1003.0,0.0,0.0,0.0
95,2024-10-11 19:55:00,22.1,1.0,6.1,838.0,0.251,5.2,7.0,8.0,8.0,0.3,18.64,69.2,1003.0,0.0,0.0,0.0
96,2024-10-11 20:00:00,23.3,1.0,6.2,837.0,0.42,8.7,9.0,9.0,9.0,0.6,18.58,69.5,1003.1,0.0,0.0,0.0
97,2024-10-11 20:05:00,24.9,1.0,5.6,842.0,0.385,16.9,10.0,11.0,11.0,0.5,18.53,69.5,1003.1,0.0,0.0,0.0
98,2024-10-11 20:10:00,24.4,1.0,6.2,839.0,0.247,5.3,9.0,10.0,10.0,0.3,18.42,69.9,1003.2,0.0,0.0,0.0
99,2024-10-11 20:15:00,23.5,1.0,3.6,843.0,0.252,5.3,11.0,12.0,12.0,0.4,18.39,70.2,1003.3,0.0,0.0,0.0
100,2024-10-11 20:20:00,24.6,1.0,3.6,847.0,0.531,26.3,10.0,10.0,11.0,0.8,18.38,70.2,1003.3,0.0,0.0,0.0
101,2024-10-11 20:25:00,22.8,1.0,5.0,840.0,0.251,6.0,9.0,9.0,10.0,0.4,18.27,70.8,1003.4,0.0,0.0,0.0
102,2024-10-11 20:30:00,22.4,1.0,4.6,841.0,0.236,5.2,8.0,9.0,9.0,0.3,18.27,70.7,1003.5,0.0,0.0,0.0
103,2024-10-11 20:35:00,22.1,1.0,3.9,840.0,0.26,5.1,8.0,8.0,8.0,0.4,18.24,70.9,1003.5,0.0,0.0,0.0
104,2024-10-11 20:40:00,22.3,1.0,4.6,846.0,0.234,5.0,8.0,8.0,8.0,0.3,18.17,71.4,1003.5,98.0,0.0,0.5
105,2024-10-11 20:45:00,22.5,1.3,3.6,858.0,0.227,4.7,7.0,7.0,7.0,0.2,18.15,71.2,1003.6,0.0,0.0,0.0
106,2024-10-11 20:50:00,22.9,1.9,3.4,854.0,0.232,4.6,6.0,6.0,7.0,0.3,17.95,71.7,1003.6,0.0,0.0,0.0
107,2024-10-11 20:55:00,22.5,1.7,2.9,843.0,0.229,4.6,6.0,7.0,7.0,0.2,17.95,71.7,1003.6,0.0,0.0,0.0
108,2024-10-11 21:00:00,21.7,1.6,2.5,847.0,0.229,4.7,7.0,8.0,8.0,0.2,17.98,71.5,1003.7,0.0,0.0,0.0
109,2024-10-11 21:05:00,23.3,3.1,3.3,958.0,0.446,36.3,45.0,48.0,49.0,0.8,17.97,72.2,1003.7,0.0,0.0,0.0
110,2024-10-11 21:10:00,19.7,2.9,1.3,965.0,0.779,36.8,99.0,107.0,110.0,1.1,18.05,71.6,1003.8,0.0,0.0,0.0
111,2024-10-11 21:15:00,22.0,1.7,2.0,876.0,0.251,5.3,11.0,11.0,11.0,0.4,18.03,71.9,1003.9,0.0,0.0,0.0
112,2024-10-11 21:20:00,26.3,2.5,1.0,870.0,0.28,5.1,9.0,9.0,9.0,0.4,17.96,72.0,1004.0,0.0,0.0,0.0
113,2024-10-11 21:25:00,31.3,3.0,1.0,985.0,0.46,36.3,129.0,139.0,143.0,0.8,17.99,72.9,1004.1,98.0,0.0,0.6
114,2024-10-11 21:30:00,27.3,3.0,1.0,947.0,0.311,5.4,62.0,67.0,68.0,0.5,18.04,72.4,1004.1,98.0,0.0,0.5
115,2024-10-11 21:35:00,26.4,2.4,1.0,868.0,0.282,5.0,23.0,24.0,24.0,0.4,18.12,71.8,1004.1,0.0,0.0,0.0
116,2024-10-11 21:40:00,25.5,2.1,3.2,835.0,0.273,5.1,11.0,11.0,12.0,0.4,18.08,71.8,1004.2,0.0,0.0,0.0
117,2024-10-11 21:45:00,23.1,2.0,2.9,827.0,0.295,5.3,10.0,11.0,11.0,0.4,18.13,71.7,1004.2,0.0,0.0,0.0
118,2024-10-11 21:50:00,20.8,2.0,6.0,822.0,0.362,5.6,10.0,11.0,11.0,0.5,18.1,71.6,1004.3,0.0,0.0,0.0
119,2024-10-11 21:55:00,20.0,2.1,6.4,821.0,0.252,5.1,11.0,12.0,12.0,0.4,18.03,71.7,1004.3,0.0,0.0,0.0
120,2024-10-11 22:00:00,20.4,1.9,8.3,824.0,0.242,5.0,10.0,10.0,10.0,0.3,17.98,71.5,1004.3,98.0,0.0,0.6
121,2024-10-11 22:05:00,18.2,2.2,8.2,823.0,0.237,5.1,9.0,10.0,10.0,0.3,18.04,71.0,1004.4,0.0,0.0,0.0
122,2024-10-11 22:10:00,19.6,2.2,8.6,816.0,0.244,5.2,9.0,9.0,9.0,0.3,18.04,71.3,1004.4,0.0,0.0,0.0
123,2024-10-11 22:15:00,19.0,1.8,8.9,819.0,0.248,5.1,9.0,10.0,10.0,0.3,18.05,71.6,1004.5,0.0,0.0,0.0
124,2024-10-11 22:20:00,19.1,1.9,8.5,815.0,0.242,5.1,10.0,11.0,11.0,0.3,18.01,71.7,1004.5,0.0,0.0,0.0
125,2024-10-11 22:25:00,17.9,1.9,6.9,817.0,0.237,4.9,10.0,10.0,10.0,0.3,17.98,71.9,1004.6,0.0,0.0,0.0
126,2024-10-11 22:30:00,18.2,1.8,7.7,817.0,0.236,4.9,10.0,10.0,11.0,0.3,17.95,72.1,1004.6,0.0,0.0,0.0
127,2024-10-11 22:35:00,17.5,2.0,5.2,834.0,0.237,4.9,10.0,10.0,10.0,0.3,17.96,72.5,1004.6,0.0,0.0,0.0
128,2024-10-11 22:40:00,17.7,1.8,5.1,837.0,0.241,5.0,10.0,10.0,10.0,0.3,17.86,73.1,1004.7,0.0,0.0,0.0
129,2024-10-11 22:45:00,15.6,1.9,6.9,850.0,0.239,4.4,9.0,9.0,9.0,0.3,17.75,73.1,1004.7,0.0,0.0,0.0
130,2024-10-11 22:50:00,14.5,1.7,12.6,840.0,0.227,4.5,8.0,8.0,8.0,0.2,17.7,72.9,1004.7,0.0,0.0,0.0
131,2024-10-11 22:55:00,13.6,2.1,10.7,820.0,0.224,4.3,7.0,8.0,8.0,0.2,17.76,72.3,1004.8,0.0,0.0,0.0
132,2024-10-11 23:00:00,14.3,2.2,10.2,814.0,0.223,4.6,8.0,8.0,9.0,0.2,17.8,72.0,1004.9,98.0,0.0,0.5
133,2024-10-11 23:05:00,15.6,2.1,10.5,810.0,0.222,4.7,8.0,8.0,8.0,0.2,17.84,72.0,1004.9,0.0,0.0,0.0
134,2024-10-11 23:10:00,15.5,2.0,9.9,810.0,0.221,4.5,7.0,7.0,7.0,0.2,17.79,72.4,1005.0,0.0,0.0,0.0
135,2024-10-11 23:15:00,16.7,2.0,12.0,819.0,0.221,4.6,7.0,7.0,7.0,0.2,17.74,72.2,1005.1,0.0,0.0,0.0
136,2024-10-11 23:20:00,14.1,2.0,19.1,819.0,0.217,4.2,7.0,7.0,7.0,0.2,17.55,72.8,1005.1,98.0,0.1,0.6
137,2024-10-11 23:25:00,13.8,1.9,18.7,804.0,0.216,4.0,6.0,7.0,7.0,0.2,17.56,72.5,1005.2,98.0,0.1,0.8
138,2024-10-11 23:30:00,12.9,1.8,19.4,807.0,0.216,3.9,6.0,6.0,6.0,0.2,17.48,72.5,1005.4,98.0,0.2,0.8
139,2024-10-11 23:35:00,10.8,2.3,20.2,807.0,0.215,3.6,5.0,5.0,5.0,0.2,17.3,72.5,1005.5,98.0,0.1,0.8
140,2024-10-11 23:40:00,9.1,2.4,23.4,800.0,0.212,3.6,4.0,5.0,5.0,0.1,17.31,72.1,1005.6,98.0,0.1,0.8
141,2024-10-11 23:45:00,8.2,2.4,26.5,786.0,0.211,3.4,4.0,4.0,4.0,0.1,17.23,72.2,1005.7,98.0,0.1,0.8
142,2024-10-11 23:50:00,8.4,2.6,27.7,775.0,0.21,3.2,3.0,3.0,3.0,0.1,17.2,71.8,1005.7,98.0,0.1,0.7
143,2024-10-11 23:55:00,7.5,2.7,29.8,772.0,0.209,3.1,2.0,2.0,2.0,0.1,17.12,71.3,1005.8,98.0,0.2,0.7
144,2024-10-12 00:00:00,6.3,2.6,28.8,767.0,0.208,2.9,2.0,2.0,2.0,0.1,17.02,71.7,1005.8,98.0,0.0,0.5
145,2024-10-12 00:05:00,6.2,2.6,31.3,769.0,0.208,3.2,2.0,2.0,2.0,0.1,16.9,71.7,1005.8,98.0,0.1,0.9
146,2024-10-12 00:10:00,4.2,2.6,31.7,771.0,0.208,3.3,2.0,2.0,2.0,0.1,16.77,72.2,1005.9,98.0,0.1,0.7
147,2024-10-12 00:15:00,5.5,2.5,28.6,772.0,0.208,3.2,2.0,2.0,2.0,0.1,16.83,72.2,1005.9,98.0,0.0,0.5
148,2024-10-12 00:20:00,6.0,2.6,28.7,778.0,0.208,3.1,2.0,2.0,2.0,0.1,16.78,72.3,1005.9,98.0,0.0,0.9
149,2024-10-12 00:25:00,5.7,2.7,22.7,788.0,0.208,3.1,2.0,2.0,2.0,0.1,16.81,72.5,1005.9,0.0,0.0,0.0
150,2024-10-12 00:30:00,6.9,2.6,25.2,782.0,0.208,3.3,2.0,2.0,2.0,0.1,16.72,72.7,1006.0,0.0,0.0,0.0
151,2024-10-12 00:35:00,5.3,2.7,22.9,782.0,0.208,3.0,2.0,2.0,2.0,0.1,16.68,72.8,1006.0,0.0,0.0,0.0
152,2024-10-12 00:40:00,5.5,2.7,24.6,786.0,0.208,3.3,2.0,2.0,2.0,0.1,16.61,73.1,1006.0,0.0,0.0,0.0
153,2024-10-12 00:45:00,4.9,2.7,23.8,783.0,0.208,3.1,2.0,2.0,2.0,0.1,16.57,72.6,1006.1,98.0,0.0,0.5
154,2024-10-12 00:50:00,4.5,2.6,23.5,778.0,0.208,3.4,2.0,2.0,2.0,0.1,16.48,72.8,1006.0,0.0,0.0,0.0
155,2024-10-12 00:55:00,2.7,2.8,22.9,780.0,0.208,3.2,2.0,2.0,2.0,0.1,16.44,72.6,1006.1,0.0,0.0,0.0
156,2024-10-12 01:00:00,3.9,2.8,27.4,781.0,0.209,3.1,2.0,2.0,2.0,0.1,16.39,71.7,1006.1,0.0,0.0,0.0
157,2024-10-12 01:05:00,3.2,2.9,26.5,780.0,0.208,3.1,2.0,2.0,2.0,0.1,16.35,71.0,1006.2,98.0,0.1,0.8
158,2024-10-12 01:10:00,2.4,3.0,21.9,772.0,0.208,2.9,2.0,2.0,2.0,0.1,16.34,70.9,1006.3,98.0,0.0,0.5
159,2024-10-12 01:15:00,3.8,2.8,23.8,772.0,0.208,3.2,2.0,2.0,2.0,0.1,16.25,70.5,1006.3,0.0,0.0,0.0
160,2024-10-12 01:20:00,1.0,3.2,23.6,765.0,0.208,2.9,2.0,2.0,2.0,0.1,16.04,70.6,1006.4,0.0,0.0,0.0
161,2024-10-12 01:25:00,3.0,3.1,23.4,773.0,0.208,3.1,2.0,2.0,2.0,0.1,16.14,69.7,1006.4,98.0,0.0,0.6
162,2024-10-12 01:30:00,3.3,3.0,27.5,778.0,0.208,3.5,2.0,2.0,2.0,0.1,16.02,69.8,1006.5,98.0,0.0,0.5
163,2024-10-12 01:35:00,2.2,3.0,28.1,786.0,0.208,3.0,2.0,2.0,2.0,0.1,16.01,69.4,1006.5,98.0,0.0,0.5
164,2024-10-12 01:40:00,3.5,2.9,24.6,786.0,0.208,3.4,2.0,2.0,2.0,0.1,15.97,70.1,1006.5,0.0,0.0,0.0
165,2024-10-12 01:45:00,3.2,3.0,23.0,780.0,0.208,3.4,2.0,2.0,2.0,0.1,15.84,70.9,1006.5,98.0,0.0,0.5
166,2024-10-12 01:50:00,3.0,2.9,21.0,792.0,0.208,3.2,2.0,2.0,2.0,0.1,15.85,71.1,1006.6,0.0,0.0,0.0
167,2024-10-12 01:55:00,3.2,3.0,21.5,787.0,0.208,3.2,2.0,2.0,2.0,0.1,15.83,71.0,1006.7,0.0,0.0,0.0
168,2024-10-12 02:00:00,4.5,2.9,22.0,799.0,0.208,3.5,2.0,2.0,2.0,0.1,15.76,71.4,1006.7,0.0,0.0,0.0
169,2024-10-12 02:05:00,2.7,2.9,20.1,797.0,0.208,3.3,2.0,2.0,2.0,0.1,15.7,71.9,1006.8,0.0,0.0,0.0
170,2024-10-12 02:10:00,3.7,3.0,18.3,800.0,0.208,3.5,2.0,2.0,2.0,0.1,15.75,72.0,1006.8,0.0,0.0,0.0
171,2024-10-12 02:15:00,2.7,3.0,17.5,803.0,0.208,3.2,2.0,2.0,2.0,0.1,15.72,72.0,1006.9,0.0,0.0,0.0
172,2024-10-12 02:20:00,3.4,3.0,17.1,803.0,0.208,3.4,2.0,3.0,3.0,0.1,15.75,72.1,1006.9,0.0,0.0,0.0
