,timestamp,car_no,truck_no,bus_no,motorcycle_no
1615,2024-10-26 23:13:29,1,0,0,0
1616,2024-10-26 23:13:29,1,0,0,0
1617,2024-10-26 23:14:08,1,0,0,0
1618,2024-10-26 23:14:08,1,0,0,0
1619,2024-10-27 00:26:53,1,0,0,0
1620,2024-10-27 00:26:53,1,0,0,0
1621,2024-10-27 00:27:40,1,0,0,0
1622,2024-10-27 00:27:40,1,0,0,0
1623,2024-10-27 01:22:50,1,0,0,0
1624,2024-10-27 01:22:50,1,0,0,0
1625,2024-10-27 01:22:55,1,0,0,0
1626,2024-10-27 01:22:55,1,0,0,0
1627,2024-10-27 01:37:58,1,0,0,0
1628,2024-10-27 01:37:58,1,0,0,0
1629,2024-10-27 01:39:39,1,0,0,0
1630,2024-10-27 01:39:39,1,0,0,0
1631,2024-10-27 01:39:55,1,0,0,0
1632,2024-10-27 01:39:55,1,0,0,0
1633,2024-10-27 02:16:13,1,0,0,0
1634,2024-10-27 02:16:13,1,0,0,0
1635,2024-10-27 02:28:56,1,0,0,0
1636,2024-10-27 02:28:56,1,0,0,0
1637,2024-10-27 02:29:18,1,0,0,0
1638,2024-10-27 02:29:18,1,0,0,0
1639,2024-10-27 02:30:47,1,0,0,0
1640,2024-10-27 02:30:47,1,0,0,0
1641,2024-10-27 03:40:24,1,0,0,0
1642,2024-10-27 03:40:24,1,0,0,0
1643,2024-10-27 03:42:22,1,0,0,0
1644,2024-10-27 03:42:22,1,0,0,0
1645,2024-10-27 03:52:20,1,0,0,0
1646,2024-10-27 03:52:20,1,0,0,0
1647,2024-10-27 05:37:11,1,0,0,0
1648,2024-10-27 05:37:11,1,0,0,0
1649,2024-10-27 06:23:11,1,0,0,0
1650,2024-10-27 06:23:11,1,0,0,0
1651,2024-10-27 06:24:05,1,0,0,0
1652,2024-10-27 06:24:05,1,0,0,0
1653,2024-10-27 06:24:13,1,0,0,0
1654,2024-10-27 06:24:13,1,0,0,0
1655,2024-10-27 06:24:33,1,0,0,0
1656,2024-10-27 06:24:33,1,0,0,0
1657,2024-10-27 06:39:24,1,0,0,0
1658,2024-10-27 06:39:24,1,0,0,0
1659,2024-10-27 07:12:58,0,1,0,0
1660,2024-10-27 07:12:58,0,1,0,0
1661,2024-10-27 07:13:16,0,1,0,0
1662,2024-10-27 07:13:16,0,1,0,0
1663,2024-10-27 07:55:59,1,0,0,0
1664,2024-10-27 07:55:59,1,0,0,0
1665,2024-10-27 08:14:24,1,0,0,0
1666,2024-10-27 08:14:24,1,0,0,0
1667,2024-10-27 08:18:48,1,0,0,0
1668,2024-10-27 08:18:48,1,0,0,0
1669,2024-10-27 08:29:13,1,0,0,0
1670,2024-10-27 08:29:13,1,0,0,0
1671,2024-10-27 08:46:13,0,1,0,0
1672,2024-10-27 08:46:13,0,1,0,0
1673,2024-10-27 08:46:32,0,1,0,0
1674,2024-10-27 08:46:32,0,1,0,0
1675,2024-10-27 08:46:33,1,0,0,0
1676,2024-10-27 08:46:33,1,0,0,0
1677,2024-10-27 08:46:49,1,0,0,0
1678,2024-10-27 08:46:49,1,0,0,0
1679,2024-10-27 08:47:07,1,0,0,0
1680,2024-10-27 08:47:07,1,0,0,0
1681,2024-10-27 08:47:28,0,1,0,0
1682,2024-10-27 08:47:28,0,1,0,0
1683,2024-10-27 08:47:40,0,1,0,0
1684,2024-10-27 08:47:40,0,1,0,0
1685,2024-10-27 08:50:22,0,1,0,0
1686,2024-10-27 08:50:22,0,1,0,0
1687,2024-10-27 08:50:35,1,0,0,0
1688,2024-10-27 08:50:35,1,0,0,0
1689,2024-10-27 08:50:36,1,0,0,0
1690,2024-10-27 08:50:36,1,0,0,0
1691,2024-10-27 08:50:57,1,0,0,0
1692,2024-10-27 08:50:57,1,0,0,0
1693,2024-10-27 09:08:46,1,0,0,0
1694,2024-10-27 09:08:46,1,0,0,0
1695,2024-10-27 09:29:00,0,1,0,0
1696,2024-10-27 09:29:00,0,1,0,0
1697,2024-10-27 09:37:47,0,1,0,0
1698,2024-10-27 09:37:47,0,1,0,0
1699,2024-10-27 09:38:01,0,1,0,0
1700,2024-10-27 09:38:01,0,1,0,0
1701,2024-10-27 09:50:31,0,1,0,0
1702,2024-10-27 09:50:31,0,1,0,0
1703,2024-10-27 09:57:17,1,0,0,0
1704,2024-10-27 09:57:17,1,0,0,0
1705,2024-10-27 09:58:20,1,0,0,0
1706,2024-10-27 09:58:20,1,0,0,0
1707,2024-10-27 09:59:23,1,0,0,0
1708,2024-10-27 09:59:23,1,0,0,0
1709,2024-10-27 10:02:21,1,0,0,0
1710,2024-10-27 10:02:21,1,0,0,0
1711,2024-10-27 10:11:41,1,0,0,0
1712,2024-10-27 10:11:41,1,0,0,0
1713,2024-10-27 10:13:06,0,1,0,0
1714,2024-10-27 10:13:06,0,1,0,0
1715,2024-10-27 10:23:44,1,0,0,0
1716,2024-10-27 10:23:44,1,0,0,0
1717,2024-10-27 10:24:17,1,0,0,0
1718,2024-10-27 10:24:17,1,0,0,0
1719,2024-10-27 10:25:36,1,0,0,0
1720,2024-10-27 10:25:36,1,0,0,0
1721,2024-10-27 10:29:29,1,0,0,0
1722,2024-10-27 10:29:29,1,0,0,0
1723,2024-10-27 10:52:07,0,1,0,0
1724,2024-10-27 10:52:07,0,1,0,0
1725,2024-10-27 10:55:23,1,0,0,0
1726,2024-10-27 10:55:23,1,0,0,0
1727,2024-10-27 11:28:59,1,0,0,0
1728,2024-10-27 11:28:59,1,0,0,0
1729,2024-10-27 11:37:11,1,0,0,0
1730,2024-10-27 11:37:11,1,0,0,0
1731,2024-10-27 11:37:35,1,0,0,0
1732,2024-10-27 11:37:35,1,0,0,0
1733,2024-10-27 11:39:46,1,0,0,0
1734,2024-10-27 11:39:46,1,0,0,0
1735,2024-10-27 11:42:03,1,0,0,0
1736,2024-10-27 11:42:03,1,0,0,0
1737,2024-10-27 11:44:16,1,0,0,0
1738,2024-10-27 11:44:16,1,0,0,0
1739,2024-10-27 11:48:16,1,0,0,0
1740,2024-10-27 11:48:16,1,0,0,0
1741,2024-10-27 11:50:45,1,0,0,0
1742,2024-10-27 11:50:45,1,0,0,0
1743,2024-10-27 11:56:27,1,0,0,0
1744,2024-10-27 11:56:27,1,0,0,0
1745,2024-10-27 11:56:31,1,0,0,0
1746,2024-10-27 11:56:31,1,0,0,0
1747,2024-10-27 11:56:52,1,0,0,0
1748,2024-10-27 11:56:52,1,0,0,0
1749,2024-10-27 12:00:01,0,1,0,0
1750,2024-10-27 12:00:01,0,1,0,0
1751,2024-10-27 12:00:41,1,0,0,0
1752,2024-10-27 12:00:41,1,0,0,0
1753,2024-10-27 12:00:45,1,0,0,0
1754,2024-10-27 12:00:45,1,0,0,0
1755,2024-10-27 12:01:19,1,0,0,0
1756,2024-10-27 12:01:19,1,0,0,0
1757,2024-10-27 12:02:36,1,0,0,0
1758,2024-10-27 12:02:36,1,0,0,0
1759,2024-10-27 12:25:23,1,0,0,0
1760,2024-10-27 12:25:23,1,0,0,0
1761,2024-10-27 12:33:32,0,1,0,0
1762,2024-10-27 12:33:32,0,1,0,0
1763,2024-10-27 12:33:38,0,1,0,0
1764,2024-10-27 12:33:38,0,1,0,0
1765,2024-10-27 12:35:25,0,1,0,0
1766,2024-10-27 12:35:25,0,1,0,0
1767,2024-10-27 12:35:25,0,1,0,0
1768,2024-10-27 12:35:25,0,1,0,0
1769,2024-10-27 12:35:41,1,0,0,0
1770,2024-10-27 12:35:41,1,0,0,0
1771,2024-10-27 12:35:59,1,0,0,0
1772,2024-10-27 12:35:59,1,0,0,0
1773,2024-10-27 12:36:04,1,0,0,0
1774,2024-10-27 12:36:04,1,0,0,0
1775,2024-10-27 12:40:23,1,0,0,0
1776,2024-10-27 12:40:23,1,0,0,0
1777,2024-10-27 12:46:42,1,0,0,0
1778,2024-10-27 12:46:42,1,0,0,0
1779,2024-10-27 12:50:14,1,0,0,0
1780,2024-10-27 12:50:14,1,0,0,0
1781,2024-10-27 12:52:43,0,0,0,1
1782,2024-10-27 12:52:43,0,0,0,1
1783,2024-10-27 13:00:17,1,0,0,0
1784,2024-10-27 13:00:17,1,0,0,0
1785,2024-10-27 13:08:35,1,0,0,0
1786,2024-10-27 13:08:35,1,0,0,0
1787,2024-10-27 13:13:40,1,0,0,0
1788,2024-10-27 13:13:40,1,0,0,0
1789,2024-10-27 13:14:09,0,1,0,0
1790,2024-10-27 13:14:09,0,1,0,0
1791,2024-10-27 13:14:35,0,1,0,0
1792,2024-10-27 13:14:35,0,1,0,0
1793,2024-10-27 13:16:16,1,0,0,0
1794,2024-10-27 13:16:16,1,0,0,0
1795,2024-10-27 13:16:45,1,0,0,0
1796,2024-10-27 13:16:45,1,0,0,0
1797,2024-10-27 13:17:25,1,0,0,0
1798,2024-10-27 13:17:25,1,0,0,0
1799,2024-10-27 13:19:06,0,1,0,0
1800,2024-10-27 13:19:06,0,1,0,0
1801,2024-10-27 13:22:00,1,0,0,0
1802,2024-10-27 13:22:00,1,0,0,0
1803,2024-10-27 13:23:41,1,0,0,0
1804,2024-10-27 13:23:41,1,0,0,0
1805,2024-10-27 13:25:02,1,0,0,0
1806,2024-10-27 13:25:02,1,0,0,0
1807,2024-10-27 13:28:19,0,0,0,1
1808,2024-10-27 13:28:19,0,0,0,1
1809,2024-10-27 13:36:25,1,0,0,0
1810,2024-10-27 13:36:25,1,0,0,0
1811,2024-10-27 13:36:25,1,0,0,0
1812,2024-10-27 13:36:25,1,0,0,0
1813,2024-10-27 13:36:53,1,0,0,0
1814,2024-10-27 13:36:53,1,0,0,0
1815,2024-10-27 13:36:53,1,0,0,0
1816,2024-10-27 13:36:53,1,0,0,0
1817,2024-10-27 13:37:09,0,0,1,0
1818,2024-10-27 13:37:09,0,0,1,0
1819,2024-10-27 13:48:19,0,1,0,0
1820,2024-10-27 13:48:19,0,1,0,0
1821,2024-10-27 14:03:04,1,0,0,0
1822,2024-10-27 14:03:04,1,0,0,0
1823,2024-10-27 14:03:11,1,0,0,0
1824,2024-10-27 14:03:11,1,0,0,0
1825,2024-10-27 14:04:24,1,0,0,0
1826,2024-10-27 14:04:24,1,0,0,0
1827,2024-10-27 14:22:25,1,0,0,0
1828,2024-10-27 14:22:25,1,0,0,0
1829,2024-10-27 14:27:38,1,0,0,0
1830,2024-10-27 14:27:38,1,0,0,0
1831,2024-10-27 14:28:21,1,0,0,0
1832,2024-10-27 14:28:21,1,0,0,0
1833,2024-10-27 14:31:05,1,0,0,0
1834,2024-10-27 14:31:05,1,0,0,0
1835,2024-10-27 14:31:29,1,0,0,0
1836,2024-10-27 14:31:29,1,0,0,0
1837,2024-10-27 14:33:46,1,0,0,0
1838,2024-10-27 14:33:46,1,0,0,0
1839,2024-10-27 14:37:59,1,0,0,0
1840,2024-10-27 14:37:59,1,0,0,0
1841,2024-10-27 15:03:11,1,0,0,0
1842,2024-10-27 15:03:11,1,0,0,0
1843,2024-10-27 15:19:20,0,0,0,1
1844,2024-10-27 15:19:20,0,0,0,1
1845,2024-10-27 15:24:28,1,0,0,0
1846,2024-10-27 15:24:28,1,0,0,0
1847,2024-10-27 15:24:41,1,0,0,0
1848,2024-10-27 15:24:41,1,0,0,0
1849,2024-10-27 15:27:34,1,0,0,0
1850,2024-10-27 15:27:34,1,0,0,0
1851,2024-10-27 15:31:02,1,0,0,0
1852,2024-10-27 15:31:02,1,0,0,0
1853,2024-10-27 15:39:20,1,0,0,0
1854,2024-10-27 15:39:20,1,0,0,0
1855,2024-10-27 15:48:51,1,0,0,0
1856,2024-10-27 15:48:51,1,0,0,0
1857,2024-10-27 15:52:25,1,0,0,0
1858,2024-10-27 15:52:25,1,0,0,0
1859,2024-10-27 16:03:21,1,0,0,0
1860,2024-10-27 16:03:21,1,0,0,0
1861,2024-10-27 16:23:30,1,0,0,0
1862,2024-10-27 16:23:30,1,0,0,0
1863,2024-10-27 16:40:55,1,0,0,0
1864,2024-10-27 16:40:55,1,0,0,0
1865,2024-10-27 17:03:07,1,0,0,0
1866,2024-10-27 17:03:07,1,0,0,0
1867,2024-10-27 17:18:30,1,0,0,0
1868,2024-10-27 17:18:30,1,0,0,0
1869,2024-10-27 17:20:20,1,0,0,0
1870,2024-10-27 17:20:20,1,0,0,0
1871,2024-10-27 17:25:04,0,0,0,1
1872,2024-10-27 17:25:04,0,0,0,1
1873,2024-10-27 17:26:35,1,0,0,0
1874,2024-10-27 17:26:35,1,0,0,0
1875,2024-10-27 17:28:54,1,0,0,0
1876,2024-10-27 17:28:54,1,0,0,0
1877,2024-10-27 17:29:20,1,0,0,0
1878,2024-10-27 17:29:20,1,0,0,0
1879,2024-10-27 18:01:20,1,0,0,0
1880,2024-10-27 18:01:20,1,0,0,0
1881,2024-10-27 18:02:36,1,0,0,0
1882,2024-10-27 18:02:36,1,0,0,0
1883,2024-10-27 18:02:50,1,0,0,0
1884,2024-10-27 18:02:50,1,0,0,0
1885,2024-10-27 18:08:39,1,0,0,0
1886,2024-10-27 18:08:39,1,0,0,0
1887,2024-10-27 18:09:19,1,0,0,0
1888,2024-10-27 18:09:19,1,0,0,0
1889,2024-10-27 18:10:49,1,0,0,0
1890,2024-10-27 18:10:49,1,0,0,0
1891,2024-10-27 18:12:53,1,0,0,0
1892,2024-10-27 18:12:53,1,0,0,0
1893,2024-10-27 18:15:16,1,0,0,0
1894,2024-10-27 18:15:16,1,0,0,0
1895,2024-10-27 18:15:37,1,0,0,0
1896,2024-10-27 18:15:37,1,0,0,0
1897,2024-10-27 18:26:45,1,0,0,0
1898,2024-10-27 18:26:45,1,0,0,0
1899,2024-10-27 18:26:50,1,0,0,0
1900,2024-10-27 18:26:50,1,0,0,0
1901,2024-10-27 18:32:56,1,0,0,0
1902,2024-10-27 18:32:56,1,0,0,0
1903,2024-10-27 18:33:43,1,0,0,0
1904,2024-10-27 18:33:43,1,0,0,0
1905,2024-10-27 18:33:49,1,0,0,0
1906,2024-10-27 18:33:49,1,0,0,0
1907,2024-10-27 18:33:55,1,0,0,0
1908,2024-10-27 18:33:55,1,0,0,0
1909,2024-10-27 18:34:08,1,0,0,0
1910,2024-10-27 18:34:08,1,0,0,0
1911,2024-10-27 18:34:27,1,0,0,0
1912,2024-10-27 18:34:27,1,0,0,0
1913,2024-10-27 18:43:46,1,0,0,0
1914,2024-10-27 18:43:46,1,0,0,0
1915,2024-10-27 18:46:51,1,0,0,0
1916,2024-10-27 18:46:51,1,0,0,0
1917,2024-10-27 18:46:55,0,0,0,1
1918,2024-10-27 18:46:55,0,0,0,1
1919,2024-10-27 18:47:00,1,0,0,0
1920,2024-10-27 18:47:00,1,0,0,0
1921,2024-10-27 18:47:19,1,0,0,0
1922,2024-10-27 18:47:19,1,0,0,0
1923,2024-10-27 18:47:36,1,0,0,0
1924,2024-10-27 18:47:36,1,0,0,0
1925,2024-10-27 18:47:44,1,0,0,0
1926,2024-10-27 18:47:44,1,0,0,0
1927,2024-10-27 18:48:51,1,0,0,0
1928,2024-10-27 18:48:51,1,0,0,0
1929,2024-10-27 18:48:58,1,0,0,0
1930,2024-10-27 18:48:58,1,0,0,0
1931,2024-10-27 18:51:14,1,0,0,0
1932,2024-10-27 18:51:14,1,0,0,0
1933,2024-10-27 18:51:16,1,0,0,0
1934,2024-10-27 18:51:16,1,0,0,0
1935,2024-10-27 18:51:31,1,0,0,0
1936,2024-10-27 18:51:31,1,0,0,0
1937,2024-10-27 18:51:56,1,0,0,0
1938,2024-10-27 18:51:56,1,0,0,0
1939,2024-10-27 18:52:04,1,0,0,0
1940,2024-10-27 18:52:04,1,0,0,0
1941,2024-10-27 18:52:11,1,0,0,0
1942,2024-10-27 18:52:11,1,0,0,0
1943,2024-10-27 18:52:11,1,0,0,0
1944,2024-10-27 18:52:11,1,0,0,0
1945,2024-10-27 18:52:48,1,0,0,0
1946,2024-10-27 18:52:48,1,0,0,0
1947,2024-10-27 18:53:07,1,0,0,0
1948,2024-10-27 18:53:07,1,0,0,0
1949,2024-10-27 18:58:16,1,0,0,0
1950,2024-10-27 18:58:16,1,0,0,0
1951,2024-10-27 19:00:49,1,0,0,0
1952,2024-10-27 19:00:49,1,0,0,0
1953,2024-10-27 19:05:51,1,0,0,0
1954,2024-10-27 19:05:51,1,0,0,0
1955,2024-10-27 19:06:06,1,0,0,0
1956,2024-10-27 19:06:06,1,0,0,0
1957,2024-10-27 19:06:23,1,0,0,0
1958,2024-10-27 19:06:23,1,0,0,0
1959,2024-10-27 19:06:49,1,0,0,0
1960,2024-10-27 19:06:49,1,0,0,0
1961,2024-10-27 19:08:54,1,0,0,0
1962,2024-10-27 19:08:54,1,0,0,0
1963,2024-10-27 19:08:57,1,0,0,0
1964,2024-10-27 19:08:57,1,0,0,0
1965,2024-10-27 19:09:04,1,0,0,0
1966,2024-10-27 19:09:04,1,0,0,0
1967,2024-10-27 19:09:05,1,0,0,0
1968,2024-10-27 19:09:05,1,0,0,0
1969,2024-10-27 19:09:20,1,0,0,0
1970,2024-10-27 19:09:20,1,0,0,0
1971,2024-10-27 19:09:39,1,0,0,0
1972,2024-10-27 19:09:39,1,0,0,0
1973,2024-10-27 19:11:20,1,0,0,0
1974,2024-10-27 19:11:20,1,0,0,0
1975,2024-10-27 19:11:21,1,0,0,0
1976,2024-10-27 19:11:21,1,0,0,0
1977,2024-10-27 19:11:37,1,0,0,0
1978,2024-10-27 19:11:37,1,0,0,0
1979,2024-10-27 19:11:57,1,0,0,0
1980,2024-10-27 19:11:57,1,0,0,0
1981,2024-10-27 19:14:12,1,0,0,0
1982,2024-10-27 19:14:12,1,0,0,0
1983,2024-10-27 19:14:16,1,0,0,0
1984,2024-10-27 19:14:16,1,0,0,0
1985,2024-10-27 19:26:27,1,0,0,0
1986,2024-10-27 19:26:27,1,0,0,0
1987,2024-10-27 19:30:51,0,0,0,1
1988,2024-10-27 19:30:51,0,0,0,1
1989,2024-10-27 19:32:10,1,0,0,0
1990,2024-10-27 19:32:10,1,0,0,0
1991,2024-10-27 19:33:19,1,0,0,0
1992,2024-10-27 19:33:19,1,0,0,0
1993,2024-10-27 19:50:56,1,0,0,0
1994,2024-10-27 19:50:56,1,0,0,0
1995,2024-10-27 19:58:01,1,0,0,0
1996,2024-10-27 19:58:01,1,0,0,0
1997,2024-10-27 19:58:54,1,0,0,0
1998,2024-10-27 19:58:54,1,0,0,0
1999,2024-10-27 20:01:21,1,0,0,0
2000,2024-10-27 20:01:21,1,0,0,0
2001,2024-10-27 20:02:05,1,0,0,0
2002,2024-10-27 20:02:05,1,0,0,0
2003,2024-10-27 20:03:16,1,0,0,0
2004,2024-10-27 20:03:16,1,0,0,0
2005,2024-10-27 20:05:57,1,0,0,0
2006,2024-10-27 20:05:57,1,0,0,0
2007,2024-10-27 20:13:14,0,1,0,0
2008,2024-10-27 20:13:14,0,1,0,0
2009,2024-10-27 20:13:38,1,0,0,0
2010,2024-10-27 20:13:38,1,0,0,0
2011,2024-10-27 20:20:01,1,0,0,0
2012,2024-10-27 20:20:01,1,0,0,0
2013,2024-10-27 20:20:10,1,0,0,0
2014,2024-10-27 20:20:10,1,0,0,0
2015,2024-10-27 20:22:16,1,0,0,0
2016,2024-10-27 20:22:16,1,0,0,0
2017,2024-10-27 20:22:26,1,0,0,0
2018,2024-10-27 20:22:26,1,0,0,0
2019,2024-10-27 20:22:33,0,1,0,0
2020,2024-10-27 20:22:33,0,1,0,0
2021,2024-10-27 20:23:03,1,0,0,0
2022,2024-10-27 20:23:03,1,0,0,0
2023,2024-10-27 20:27:05,1,0,0,0
2024,2024-10-27 20:27:05,1,0,0,0
2025,2024-10-27 20:27:12,0,1,0,0
2026,2024-10-27 20:27:12,0,1,0,0
2027,2024-10-27 20:32:41,1,0,0,0
2028,2024-10-27 20:32:41,1,0,0,0
2029,2024-10-27 20:32:42,1,0,0,0
2030,2024-10-27 20:32:42,1,0,0,0
2031,2024-10-27 20:33:18,1,0,0,0
2032,2024-10-27 20:33:18,1,0,0,0
2033,2024-10-27 20:40:36,1,0,0,0
2034,2024-10-27 20:40:36,1,0,0,0
2035,2024-10-27 20:40:37,0,1,0,0
2036,2024-10-27 20:40:37,0,1,0,0
2037,2024-10-27 20:41:11,1,0,0,0
2038,2024-10-27 20:41:11,1,0,0,0
2039,2024-10-27 20:49:04,1,0,0,0
2040,2024-10-27 20:49:04,1,0,0,0
2041,2024-10-27 21:03:26,1,0,0,0
2042,2024-10-27 21:03:26,1,0,0,0
2043,2024-10-27 21:03:43,1,0,0,0
2044,2024-10-27 21:03:43,1,0,0,0
2045,2024-10-27 21:03:43,1,0,0,0
2046,2024-10-27 21:03:43,1,0,0,0
2047,2024-10-27 21:04:02,1,0,0,0
2048,2024-10-27 21:04:02,1,0,0,0
2049,2024-10-27 21:04:14,1,0,0,0
2050,2024-10-27 21:04:14,1,0,0,0
2051,2024-10-27 21:10:01,1,0,0,0
2052,2024-10-27 21:10:01,1,0,0,0
2053,2024-10-27 21:10:05,1,0,0,0
2054,2024-10-27 21:10:05,1,0,0,0
2055,2024-10-27 21:12:38,1,0,0,0
2056,2024-10-27 21:12:38,1,0,0,0
2057,2024-10-27 21:13:51,1,0,0,0
2058,2024-10-27 21:13:51,1,0,0,0
2059,2024-10-27 21:14:32,1,0,0,0
2060,2024-10-27 21:14:32,1,0,0,0
2061,2024-10-27 21:14:34,1,0,0,0
2062,2024-10-27 21:14:34,1,0,0,0
2063,2024-10-27 21:18:07,0,1,0,0
2064,2024-10-27 21:18:07,0,1,0,0
2065,2024-10-27 21:19:18,1,0,0,0
2066,2024-10-27 21:19:18,1,0,0,0
2067,2024-10-27 21:19:26,1,0,0,0
2068,2024-10-27 21:19:26,1,0,0,0
2069,2024-10-27 21:21:45,1,0,0,0
2070,2024-10-27 21:21:45,1,0,0,0
2071,2024-10-27 21:21:49,1,0,0,0
2072,2024-10-27 21:21:49,1,0,0,0
2073,2024-10-27 21:26:47,1,0,0,0
2074,2024-10-27 21:26:47,1,0,0,0
2075,2024-10-27 21:26:49,1,0,0,0
2076,2024-10-27 21:26:49,1,0,0,0
2077,2024-10-27 21:35:48,1,0,0,0
2078,2024-10-27 21:35:48,1,0,0,0
2079,2024-10-27 21:43:59,1,0,0,0
2080,2024-10-27 21:43:59,1,0,0,0
2081,2024-10-27 21:44:05,1,0,0,0
2082,2024-10-27 21:44:05,1,0,0,0
2083,2024-10-27 21:55:18,1,0,0,0
2084,2024-10-27 21:55:18,1,0,0,0
2085,2024-10-27 21:55:20,1,0,0,0
2086,2024-10-27 21:55:20,1,0,0,0
2087,2024-10-27 22:06:00,1,0,0,0
2088,2024-10-27 22:06:00,1,0,0,0
2089,2024-10-27 22:39:07,1,0,0,0
2090,2024-10-27 22:39:07,1,0,0,0
2091,2024-10-27 22:41:03,1,0,0,0
2092,2024-10-27 22:41:03,1,0,0,0
2093,2024-10-27 22:41:07,1,0,0,0
2094,2024-10-27 22:41:07,1,0,0,0
2095,2024-10-27 22:41:15,0,1,0,0
2096,2024-10-27 22:41:15,0,1,0,0
2097,2024-10-27 22:41:27,0,1,0,0
2098,2024-10-27 22:41:27,0,1,0,0
2099,2024-10-27 22:41:46,0,1,0,0
2100,2024-10-27 22:41:46,0,1,0,0
2101,2024-10-27 22:42:06,1,0,0,0
2102,2024-10-27 22:42:06,1,0,0,0
2103,2024-10-27 22:45:52,1,0,0,0
2104,2024-10-27 22:45:52,1,0,0,0
2105,2024-10-27 22:46:04,1,0,0,0
2106,2024-10-27 22:46:04,1,0,0,0
2107,2024-10-27 22:46:31,1,0,0,0
2108,2024-10-27 22:46:31,1,0,0,0
2109,2024-10-27 22:47:48,1,0,0,0
2110,2024-10-27 22:47:48,1,0,0,0
2111,2024-10-27 23:26:19,1,0,0,0
2112,2024-10-27 23:26:19,1,0,0,0
2113,2024-10-27 23:26:25,1,0,0,0
2114,2024-10-27 23:26:25,1,0,0,0
2115,2024-10-27 23:27:01,1,0,0,0
2116,2024-10-27 23:27:01,1,0,0,0
2117,2024-10-27 23:32:31,0,1,0,0
2118,2024-10-27 23:32:31,0,1,0,0
2119,2024-10-27 23:38:32,1,0,0,0
2120,2024-10-27 23:38:32,1,0,0,0
2121,2024-10-27 23:39:39,0,1,0,0
2122,2024-10-27 23:39:39,0,1,0,0
2123,2024-10-27 23:48:04,1,0,0,0
2124,2024-10-27 23:48:04,1,0,0,0
2125,2024-10-27 23:54:21,1,0,0,0
2126,2024-10-27 23:54:21,1,0,0,0
2127,2024-10-27 23:54:26,1,0,0,0
2128,2024-10-27 23:54:26,1,0,0,0
2129,2024-10-27 23:54:35,0,1,0,0
2130,2024-10-27 23:54:35,0,1,0,0
2131,2024-10-28 00:11:30,1,0,0,0
2132,2024-10-28 00:11:30,1,0,0,0
2133,2024-10-28 00:12:10,1,0,0,0
2134,2024-10-28 00:12:10,1,0,0,0
2135,2024-10-28 00:44:35,1,0,0,0
2136,2024-10-28 00:44:35,1,0,0,0
2137,2024-10-28 05:23:26,1,0,0,0
2138,2024-10-28 05:23:26,1,0,0,0
2139,2024-10-28 05:25:32,1,0,0,0
2140,2024-10-28 05:25:32,1,0,0,0
2141,2024-10-28 06:23:42,1,0,0,0
2142,2024-10-28 06:23:42,1,0,0,0
2143,2024-10-28 06:23:55,1,0,0,0
2144,2024-10-28 06:23:55,1,0,0,0
2145,2024-10-28 07:05:33,0,1,0,0
2146,2024-10-28 07:05:33,0,1,0,0
2147,2024-10-28 07:08:36,0,1,0,0
2148,2024-10-28 07:08:36,0,1,0,0
2149,2024-10-28 07:08:54,0,1,0,0
2150,2024-10-28 07:08:54,0,1,0,0
2151,2024-10-28 07:10:54,1,0,0,0
2152,2024-10-28 07:10:54,1,0,0,0
2153,2024-10-28 10:43:11,0,1,0,0
2154,2024-10-28 10:43:11,0,1,0,0
2155,2024-10-28 10:44:44,1,0,0,0
2156,2024-10-28 10:44:44,1,0,0,0
2157,2024-10-28 10:47:38,1,0,0,0
2158,2024-10-28 10:47:38,1,0,0,0
2159,2024-10-28 10:47:59,1,0,0,0
2160,2024-10-28 10:47:59,1,0,0,0
2161,2024-10-28 10:49:14,1,0,0,0
2162,2024-10-28 10:49:14,1,0,0,0
2163,2024-10-28 10:51:14,1,0,0,0
2164,2024-10-28 10:51:14,1,0,0,0
2165,2024-10-28 10:55:10,1,0,0,0
2166,2024-10-28 10:55:10,1,0,0,0
2167,2024-10-28 11:02:42,0,1,0,0
2168,2024-10-28 11:02:42,0,1,0,0
2169,2024-10-28 11:13:47,1,0,0,0
2170,2024-10-28 11:13:47,1,0,0,0
2171,2024-10-28 11:13:55,1,0,0,0
2172,2024-10-28 11:13:55,1,0,0,0
2173,2024-10-28 11:14:15,0,1,0,0
2174,2024-10-28 11:14:15,0,1,0,0
2175,2024-10-28 11:15:08,1,0,0,0
2176,2024-10-28 11:15:08,1,0,0,0
2177,2024-10-28 11:15:24,1,0,0,0
2178,2024-10-28 11:15:24,1,0,0,0
2179,2024-10-28 20:38:45,1,0,0,0
2180,2024-10-28 20:38:45,1,0,0,0
2181,2024-10-28 22:51:37,0,1,0,0
2182,2024-10-28 22:51:37,0,1,0,0
2183,2024-10-28 22:51:42,0,1,0,0
2184,2024-10-28 22:51:42,0,1,0,0
2185,2024-10-28 22:51:44,0,1,0,0
2186,2024-10-28 22:51:44,0,1,0,0
2187,2024-10-28 22:51:59,0,1,0,0
2188,2024-10-28 22:51:59,0,1,0,0
2189,2024-10-28 22:52:17,0,1,0,0
2190,2024-10-28 22:52:17,0,1,0,0
2191,2024-10-28 22:53:31,0,1,0,0
2192,2024-10-28 22:53:31,0,1,0,0
2193,2024-10-28 23:04:22,0,1,0,0
2194,2024-10-28 23:04:22,0,1,0,0
2195,2024-10-28 23:04:32,0,1,0,0
2196,2024-10-28 23:04:32,0,1,0,0
